Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
2          0          0         
2          1          0         
2          2          0         
2          3          0         
2          4          0         
2          5          0         
2          6          0         
2          7          0         
2          8          0         
2          9          0         
2          TotalExcRef 0         
3          0          10        
3          1          10        
3          2          10        
3          3          10        
3          4          10        
3          5          10        
3          6          10        
3          7          10        
3          8          10        
3          9          10        
3          TotalExcRef 100       
4          0          0         
4          1          0         
4          2          0         
4          3          0         
4          4          0         
4          5          0         
4          6          0         
4          7          0         
4          8          0         
4          9          0         
4          TotalExcRef 0         
32         0          0         
32         1          0         
32         2          0         
32         3          0         
32         4          0         
32         5          0         
32         6          0         
32         7          0         
32         8          0         
32         9          0         
32         TotalExcRef 0         
33         0          0         
33         1          0         
33         2          0         
33         3          0         
33         4          0         
33         5          0         
33         6          0         
33         7          0         
33         8          0         
33         9          0         
33         TotalExcRef 0         
52         0          0         
52         1          0         
52         2          0         
52         3          0         
52         4          0         
52         5          0         
52         6          0         
52         7          0         
52         8          0         
52         9          0         
52         TotalExcRef 0         
53         0          0         
53         1          0         
53         2          0         
53         3          0         
53         4          0         
53         5          0         
53         6          0         
53         7          0         
53         8          0         
53         9          0         
53         TotalExcRef 0         
54         0          0         
54         1          0         
54         2          0         
54         3          0         
54         4          0         
54         5          0         
54         6          0         
54         7          0         
54         8          0         
54         9          0         
54         TotalExcRef 0         
55         0          0         
55         1          0         
55         2          0         
55         3          0         
55         4          0         
55         5          0         
55         6          0         
55         7          0         
55         8          0         
55         9          0         
55         TotalExcRef 0         
56         0          0         
56         1          0         
56         2          0         
56         3          0         
56         4          0         
56         5          0         
56         6          0         
56         7          0         
56         8          0         
56         9          0         
56         TotalExcRef 0         
59         0          0         
59         1          0         
59         2          0         
59         3          0         
59         4          0         
59         5          0         
59         6          0         
59         7          0         
59         8          0         
59         9          0         
59         TotalExcRef 0         
76         0          1         
76         1          1         
76         2          1         
76         3          1         
76         4          1         
76         5          1         
76         6          1         
76         7          1         
76         8          1         
76         9          1         
76         TotalExcRef 10        
77         0          1         
77         1          1         
77         2          1         
77         3          1         
77         4          1         
77         5          1         
77         6          1         
77         7          1         
77         8          1         
77         9          1         
77         TotalExcRef 10        
83         0          0         
83         1          0         
83         2          0         
83         3          0         
83         4          0         
83         5          0         
83         6          0         
83         7          0         
83         8          0         
83         9          0         
83         TotalExcRef 0         
84         0          0         
84         1          0         
84         2          0         
84         3          0         
84         4          0         
84         5          0         
84         6          0         
84         7          0         
84         8          0         
84         9          0         
84         TotalExcRef 0         
85         0          0         
85         1          0         
85         2          0         
85         3          0         
85         4          0         
85         5          0         
85         6          0         
85         7          0         
85         8          0         
85         9          0         
85         TotalExcRef 0         
87         0          10        
87         1          10        
87         2          10        
87         3          10        
87         4          10        
87         5          10        
87         6          10        
87         7          10        
87         8          10        
87         9          10        
87         TotalExcRef 100       
88         0          0         
88         1          0         
88         2          0         
88         3          0         
88         4          0         
88         5          0         
88         6          0         
88         7          0         
88         8          0         
88         9          0         
88         TotalExcRef 0         
89         0          10        
89         1          10        
89         2          10        
89         3          10        
89         4          10        
89         5          10        
89         6          10        
89         7          10        
89         8          10        
89         9          10        
89         TotalExcRef 100       
91         0          10        
91         1          10        
91         2          10        
91         3          10        
91         4          10        
91         5          10        
91         6          10        
91         7          10        
91         8          10        
91         9          10        
91         TotalExcRef 100       
96         0          110       
96         1          110       
96         2          110       
96         3          110       
96         4          110       
96         5          110       
96         6          110       
96         7          110       
96         8          110       
96         9          110       
96         TotalExcRef 1100      
109        0          100       
109        1          100       
109        2          100       
109        3          100       
109        4          100       
109        5          100       
109        6          100       
109        7          100       
109        8          100       
109        9          100       
109        TotalExcRef 1000      
121        0          100       
121        1          100       
121        2          100       
121        3          100       
121        4          100       
121        5          100       
121        6          100       
121        7          100       
121        8          100       
121        9          100       
121        TotalExcRef 1000      
126        0          0         
126        1          0         
126        2          0         
126        3          0         
126        4          0         
126        5          0         
126        6          0         
126        7          0         
126        8          0         
126        9          0         
126        TotalExcRef 0         
130        0          0         
130        1          0         
130        2          0         
130        3          0         
130        4          0         
130        5          0         
130        6          0         
130        7          0         
130        8          0         
130        9          0         
130        TotalExcRef 0         
143        0          0         
143        1          0         
143        2          0         
143        3          0         
143        4          0         
143        5          0         
143        6          0         
143        7          0         
143        8          0         
143        9          0         
143        TotalExcRef 0         
146        0          1         
146        1          1         
146        2          1         
146        3          1         
146        4          1         
146        5          1         
146        6          1         
146        7          1         
146        8          1         
146        9          1         
146        TotalExcRef 10        
147        0          0         
147        1          0         
147        2          0         
147        3          0         
147        4          0         
147        5          0         
147        6          0         
147        7          0         
147        8          0         
147        9          0         
147        TotalExcRef 0         
148        0          1         
148        1          1         
148        2          1         
148        3          1         
148        4          1         
148        5          1         
148        6          1         
148        7          1         
148        8          1         
148        9          1         
148        TotalExcRef 10        
149        0          1         
149        1          1         
149        2          1         
149        3          1         
149        4          1         
149        5          1         
149        6          1         
149        7          1         
149        8          1         
149        9          1         
149        TotalExcRef 10        
150        0          1         
150        1          1         
150        2          1         
150        3          1         
150        4          1         
150        5          1         
150        6          1         
150        7          1         
150        8          1         
150        9          1         
150        TotalExcRef 10        
153        0          0         
153        1          0         
153        2          0         
153        3          0         
153        4          0         
153        5          0         
153        6          0         
153        7          0         
153        8          0         
153        9          0         
153        TotalExcRef 0         
157        0          0         
157        1          0         
157        2          0         
157        3          0         
157        4          0         
157        5          0         
157        6          0         
157        7          0         
157        8          0         
157        9          0         
157        TotalExcRef 0         
161        0          0         
161        1          0         
161        2          0         
161        3          0         
161        4          0         
161        5          0         
161        6          0         
161        7          0         
161        8          0         
161        9          0         
161        TotalExcRef 0         
167        0          0         
167        1          0         
167        2          0         
167        3          0         
167        4          0         
167        5          0         
167        6          0         
167        7          0         
167        8          0         
167        9          0         
167        TotalExcRef 0         
168        0          0         
168        1          0         
168        2          0         
168        3          0         
168        4          0         
168        5          0         
168        6          0         
168        7          0         
168        8          0         
168        9          0         
168        TotalExcRef 0         
169        0          0         
169        1          0         
169        2          0         
169        3          0         
169        4          0         
169        5          0         
169        6          0         
169        7          0         
169        8          0         
169        9          0         
169        TotalExcRef 0         
Total execution ref: 3560
