contains the data for build a graph for analysis.
Exploration Plus Magnitude
magnitude value : 1 5 10 20 50 75 100 
130 perturbation point
PM : Numerical Perturbator
7 datasets
Picked up in the data set provided by Weka.
Magnitude   IndexLoc   #Success   #Failure   #Exception #Call      #Perturtions   %Success                   
75          17         124        576        0          66850      700            ---- 17,71                 
100         17         124        576        0          66850      700            ---- 17,71                 
1           18         700        0          0          70000      700            -------------------- 100,00
5           18         700        0          0          70000      700            -------------------- 100,00
10          18         700        0          0          70000      700            -------------------- 100,00
20          18         700        0          0          70000      700            -------------------- 100,00
50          18         700        0          0          70000      700            -------------------- 100,00
75          18         700        0          0          70000      700            -------------------- 100,00
100         18         700        0          0          70000      700            -------------------- 100,00
1           19         700        0          0          70000      700            -------------------- 100,00
5           19         700        0          0          70000      700            -------------------- 100,00
10          19         700        0          0          70000      700            -------------------- 100,00
20          19         700        0          0          70000      700            -------------------- 100,00
50          19         700        0          0          70000      700            -------------------- 100,00
75          19         700        0          0          70000      700            -------------------- 100,00
100         19         700        0          0          70000      700            -------------------- 100,00
1           20         700        0          0          70000      700            -------------------- 100,00
5           20         700        0          0          70000      700            -------------------- 100,00
10          20         124        576        0          66850      700            ---- 17,71                 
20          20         124        576        0          66850      700            ---- 17,71                 
50          20         124        576        0          66850      700            ---- 17,71                 
75          20         124        576        0          66850      700            ---- 17,71                 
100         20         124        576        0          66850      700            ---- 17,71                 
1           21         700        0          0          70000      700            -------------------- 100,00
5           21         700        0          0          70000      700            -------------------- 100,00
10          21         700        0          0          70000      700            -------------------- 100,00
20          21         700        0          0          70000      700            -------------------- 100,00
50          21         700        0          0          70000      700            -------------------- 100,00
75          21         700        0          0          70000      700            -------------------- 100,00
100         21         700        0          0          70000      700            -------------------- 100,00
1           22         700        0          0          70000      700            -------------------- 100,00
5           22         700        0          0          70000      700            -------------------- 100,00
10          22         700        0          0          70000      700            -------------------- 100,00
20          22         700        0          0          70000      700            -------------------- 100,00
50          22         700        0          0          70000      700            -------------------- 100,00
75          22         700        0          0          70000      700            -------------------- 100,00
100         22         700        0          0          70000      700            -------------------- 100,00
1           23         700        0          0          70000      700            -------------------- 100,00
5           23         700        0          0          70000      700            -------------------- 100,00
10          23         700        0          0          70000      700            -------------------- 100,00
20          23         700        0          0          70000      700            -------------------- 100,00
50          23         700        0          0          70000      700            -------------------- 100,00
75          23         700        0          0          70000      700            -------------------- 100,00
100         23         700        0          0          70000      700            -------------------- 100,00
1           24         700        0          0          70000      700            -------------------- 100,00
5           24         700        0          0          70000      700            -------------------- 100,00
10          24         700        0          0          70000      700            -------------------- 100,00
20          24         700        0          0          70000      700            -------------------- 100,00
50          24         700        0          0          70000      700            -------------------- 100,00
75          24         700        0          0          70000      700            -------------------- 100,00
100         24         700        0          0          70000      700            -------------------- 100,00
1           25         700        0          0          70000      700            -------------------- 100,00
5           25         124        576        0          66850      700            ---- 17,71                 
10          25         124        576        0          66850      700            ---- 17,71                 
20          25         124        576        0          66850      700            ---- 17,71                 
50          25         124        576        0          66850      700            ---- 17,71                 
75          25         124        576        0          66850      700            ---- 17,71                 
100         25         124        576        0          66850      700            ---- 17,71                 
1           26         700        0          0          70000      700            -------------------- 100,00
5           26         700        0          0          70000      700            -------------------- 100,00
10          26         700        0          0          70000      700            -------------------- 100,00
20          26         700        0          0          70000      700            -------------------- 100,00
50          26         700        0          0          70000      700            -------------------- 100,00
75          26         700        0          0          70000      700            -------------------- 100,00
100         26         700        0          0          70000      700            -------------------- 100,00
1           27         700        0          0          70000      700            -------------------- 100,00
5           27         700        0          0          70000      700            -------------------- 100,00
10          27         700        0          0          70000      700            -------------------- 100,00
20          27         700        0          0          70000      700            -------------------- 100,00
50          27         700        0          0          70000      700            -------------------- 100,00
75          27         700        0          0          70000      700            -------------------- 100,00
100         27         700        0          0          70000      700            -------------------- 100,00
1           28         700        0          0          70000      700            -------------------- 100,00
5           28         700        0          0          70000      700            -------------------- 100,00
10          28         700        0          0          70000      700            -------------------- 100,00
20          28         700        0          0          70000      700            -------------------- 100,00
50          28         700        0          0          70000      700            -------------------- 100,00
75          28         700        0          0          70000      700            -------------------- 100,00
100         28         700        0          0          70000      700            -------------------- 100,00
1           29         700        0          0          70000      700            -------------------- 100,00
5           29         700        0          0          70000      700            -------------------- 100,00
10          29         700        0          0          70000      700            -------------------- 100,00
20          29         700        0          0          70000      700            -------------------- 100,00
50          29         700        0          0          70000      700            -------------------- 100,00
75          29         700        0          0          70000      700            -------------------- 100,00
100         29         700        0          0          70000      700            -------------------- 100,00
1           30         700        0          0          70000      700            -------------------- 100,00
5           30         700        0          0          70000      700            -------------------- 100,00
10          30         700        0          0          70000      700            -------------------- 100,00
20          30         700        0          0          70000      700            -------------------- 100,00
50          30         700        0          0          70000      700            -------------------- 100,00
75          30         700        0          0          70000      700            -------------------- 100,00
100         30         700        0          0          70000      700            -------------------- 100,00
1           33         0          7          0          7          7               0,00                      
5           33         0          0          7          7          7               0,00                      
10          33         0          0          7          7          7               0,00                      
20          33         0          0          7          7          7               0,00                      
50          33         0          0          7          7          7               0,00                      
75          33         0          0          7          7          7               0,00                      
100         33         0          0          7          7          7               0,00                      
1           34         0          7          0          7          7               0,00                      
5           34         0          0          7          7          7               0,00                      
10          34         0          0          7          7          7               0,00                      
20          34         0          0          7          7          7               0,00                      
50          34         0          0          7          7          7               0,00                      
75          34         0          0          7          7          7               0,00                      
100         34         0          0          7          7          7               0,00                      
1           35         0          7          0          7          7               0,00                      
5           35         0          0          7          7          7               0,00                      
10          35         0          0          7          7          7               0,00                      
20          35         0          0          7          7          7               0,00                      
50          35         0          0          7          7          7               0,00                      
75          35         0          0          7          7          7               0,00                      
100         35         0          0          7          7          7               0,00                      
1           36         0          0          7          7          7               0,00                      
5           36         0          0          7          7          7               0,00                      
10          36         0          0          7          7          7               0,00                      
20          36         0          0          7          7          7               0,00                      
50          36         0          0          7          7          7               0,00                      
75          36         0          0          7          7          7               0,00                      
100         36         0          0          7          7          7               0,00                      
1           37         0          0          7          7          7               0,00                      
5           37         0          0          7          7          7               0,00                      
10          37         0          0          7          7          7               0,00                      
20          37         0          0          7          7          7               0,00                      
50          37         0          0          7          7          7               0,00                      
75          37         0          0          7          7          7               0,00                      
100         37         0          0          7          7          7               0,00                      
1           38         0          0          7          7          7               0,00                      
5           38         0          0          7          7          7               0,00                      
10          38         0          0          7          7          7               0,00                      
20          38         0          0          7          7          7               0,00                      
50          38         0          0          7          7          7               0,00                      
75          38         0          0          7          7          7               0,00                      
100         38         0          0          7          7          7               0,00                      
1           39         0          0          7          7          7               0,00                      
5           39         0          0          7          7          7               0,00                      
10          39         0          0          7          7          7               0,00                      
20          39         0          0          7          7          7               0,00                      
50          39         0          0          7          7          7               0,00                      
75          39         0          0          7          7          7               0,00                      
100         39         0          0          7          7          7               0,00                      
1           40         0          0          7          7          7               0,00                      
5           40         0          0          7          7          7               0,00                      
10          40         0          0          7          7          7               0,00                      
20          40         0          0          7          7          7               0,00                      
50          40         0          0          7          7          7               0,00                      
75          40         0          0          7          7          7               0,00                      
100         40         0          0          7          7          7               0,00                      
1           41         0          0          7          7          7               0,00                      
5           41         0          0          7          7          7               0,00                      
10          41         0          0          7          7          7               0,00                      
20          41         0          0          7          7          7               0,00                      
50          41         0          0          7          7          7               0,00                      
75          41         0          0          7          7          7               0,00                      
100         41         0          0          7          7          7               0,00                      
1           42         0          0          7          7          7               0,00                      
5           42         0          0          7          7          7               0,00                      
10          42         0          0          7          7          7               0,00                      
20          42         0          0          7          7          7               0,00                      
50          42         0          0          7          7          7               0,00                      
75          42         0          0          7          7          7               0,00                      
100         42         0          0          7          7          7               0,00                      
1           43         0          0          7          7          7               0,00                      
5           43         0          0          7          7          7               0,00                      
10          43         0          0          7          7          7               0,00                      
20          43         0          0          7          7          7               0,00                      
50          43         0          0          7          7          7               0,00                      
75          43         0          0          7          7          7               0,00                      
100         43         0          0          7          7          7               0,00                      
1           44         0          0          7          7          7               0,00                      
5           44         0          0          7          7          7               0,00                      
10          44         0          0          7          7          7               0,00                      
20          44         0          0          7          7          7               0,00                      
50          44         0          0          7          7          7               0,00                      
75          44         0          0          7          7          7               0,00                      
100         44         0          0          7          7          7               0,00                      
1           45         0          0          7          7          7               0,00                      
5           45         0          0          7          7          7               0,00                      
10          45         0          0          7          7          7               0,00                      
20          45         0          0          7          7          7               0,00                      
50          45         0          0          7          7          7               0,00                      
75          45         0          0          7          7          7               0,00                      
100         45         0          0          7          7          7               0,00                      
1           46         0          0          7          7          7               0,00                      
5           46         0          0          7          7          7               0,00                      
10          46         0          0          7          7          7               0,00                      
20          46         0          0          7          7          7               0,00                      
50          46         0          0          7          7          7               0,00                      
75          46         0          0          7          7          7               0,00                      
100         46         0          0          7          7          7               0,00                      
1           47         0          0          7          7          7               0,00                      
5           47         0          0          7          7          7               0,00                      
10          47         0          0          7          7          7               0,00                      
20          47         0          0          7          7          7               0,00                      
50          47         0          0          7          7          7               0,00                      
75          47         0          0          7          7          7               0,00                      
100         47         0          0          7          7          7               0,00                      
1           48         0          0          7          7          7               0,00                      
5           48         0          0          7          7          7               0,00                      
10          48         0          0          7          7          7               0,00                      
20          48         0          0          7          7          7               0,00                      
50          48         0          0          7          7          7               0,00                      
75          48         0          0          7          7          7               0,00                      
100         48         0          0          7          7          7               0,00                      
1           49         0          0          7          7          7               0,00                      
5           49         0          0          7          7          7               0,00                      
10          49         0          0          7          7          7               0,00                      
20          49         0          0          7          7          7               0,00                      
50          49         0          0          7          7          7               0,00                      
75          49         0          0          7          7          7               0,00                      
100         49         0          0          7          7          7               0,00                      
1           50         0          0          7          7          7               0,00                      
5           50         0          0          7          7          7               0,00                      
10          50         0          0          7          7          7               0,00                      
20          50         0          0          7          7          7               0,00                      
50          50         0          0          7          7          7               0,00                      
75          50         0          0          7          7          7               0,00                      
100         50         0          0          7          7          7               0,00                      
1           56         0          0          0          0          0              NaN                        
5           56         0          0          0          0          0              NaN                        
10          56         0          0          0          0          0              NaN                        
20          56         0          0          0          0          0              NaN                        
50          56         0          0          0          0          0              NaN                        
75          56         0          0          0          0          0              NaN                        
100         56         0          0          0          0          0              NaN                        
1           57         0          0          0          0          0              NaN                        
5           57         0          0          0          0          0              NaN                        
10          57         0          0          0          0          0              NaN                        
20          57         0          0          0          0          0              NaN                        
50          57         0          0          0          0          0              NaN                        
75          57         0          0          0          0          0              NaN                        
100         57         0          0          0          0          0              NaN                        
1           59         0          0          0          0          0              NaN                        
5           59         0          0          0          0          0              NaN                        
10          59         0          0          0          0          0              NaN                        
20          59         0          0          0          0          0              NaN                        
50          59         0          0          0          0          0              NaN                        
75          59         0          0          0          0          0              NaN                        
100         59         0          0          0          0          0              NaN                        
1           60         7          0          0          7          7              -------------------- 100,00
5           60         7          0          0          7          7              -------------------- 100,00
10          60         7          0          0          7          7              -------------------- 100,00
20          60         7          0          0          7          7              -------------------- 100,00
50          60         7          0          0          7          7              -------------------- 100,00
75          60         7          0          0          7          7              -------------------- 100,00
100         60         7          0          0          7          7              -------------------- 100,00
1           61         7          0          0          7          7              -------------------- 100,00
5           61         7          0          0          7          7              -------------------- 100,00
10          61         7          0          0          7          7              -------------------- 100,00
20          61         7          0          0          7          7              -------------------- 100,00
50          61         7          0          0          7          7              -------------------- 100,00
75          61         7          0          0          7          7              -------------------- 100,00
100         61         7          0          0          7          7              -------------------- 100,00
1           62         7          0          0          7          7              -------------------- 100,00
5           62         7          0          0          7          7              -------------------- 100,00
10          62         7          0          0          7          7              -------------------- 100,00
20          62         7          0          0          7          7              -------------------- 100,00
50          62         7          0          0          7          7              -------------------- 100,00
75          62         7          0          0          7          7              -------------------- 100,00
100         62         7          0          0          7          7              -------------------- 100,00
1           63         0          0          7          7          7               0,00                      
5           63         0          0          7          7          7               0,00                      
10          63         0          0          7          7          7               0,00                      
20          63         0          0          7          7          7               0,00                      
50          63         0          0          7          7          7               0,00                      
75          63         0          0          7          7          7               0,00                      
100         63         0          0          7          7          7               0,00                      
1           64         0          0          7          7          7               0,00                      
5           64         0          0          7          7          7               0,00                      
10          64         0          0          7          7          7               0,00                      
20          64         0          0          7          7          7               0,00                      
50          64         0          0          7          7          7               0,00                      
75          64         0          0          7          7          7               0,00                      
100         64         0          0          7          7          7               0,00                      
1           65         0          0          7          7          7               0,00                      
5           65         0          0          7          7          7               0,00                      
10          65         0          0          7          7          7               0,00                      
20          65         0          0          7          7          7               0,00                      
50          65         0          0          7          7          7               0,00                      
75          65         0          0          7          7          7               0,00                      
100         65         0          0          7          7          7               0,00                      
1           66         0          0          7          7          7               0,00                      
5           66         0          0          7          7          7               0,00                      
10          66         0          0          7          7          7               0,00                      
20          66         0          0          7          7          7               0,00                      
50          66         0          0          7          7          7               0,00                      
75          66         0          0          7          7          7               0,00                      
100         66         0          0          7          7          7               0,00                      
1           67         0          0          7          7          7               0,00                      
5           67         0          0          7          7          7               0,00                      
10          67         0          0          7          7          7               0,00                      
20          67         0          0          7          7          7               0,00                      
50          67         0          0          7          7          7               0,00                      
75          67         0          0          7          7          7               0,00                      
100         67         0          0          7          7          7               0,00                      
1           68         0          0          7          7          7               0,00                      
5           68         0          0          7          7          7               0,00                      
10          68         0          0          7          7          7               0,00                      
20          68         0          0          7          7          7               0,00                      
50          68         0          0          7          7          7               0,00                      
75          68         0          0          7          7          7               0,00                      
100         68         0          0          7          7          7               0,00                      
1           69         0          0          7          7          7               0,00                      
5           69         0          0          7          7          7               0,00                      
10          69         0          0          7          7          7               0,00                      
20          69         0          0          7          7          7               0,00                      
50          69         0          0          7          7          7               0,00                      
75          69         0          0          7          7          7               0,00                      
100         69         0          0          7          7          7               0,00                      
1           70         0          0          7          7          7               0,00                      
5           70         0          0          7          7          7               0,00                      
10          70         0          0          7          7          7               0,00                      
20          70         0          0          7          7          7               0,00                      
50          70         0          0          7          7          7               0,00                      
75          70         0          0          7          7          7               0,00                      
100         70         0          0          7          7          7               0,00                      
1           71         7          0          0          7          7              -------------------- 100,00
5           71         7          0          0          7          7              -------------------- 100,00
10          71         7          0          0          7          7              -------------------- 100,00
20          71         7          0          0          7          7              -------------------- 100,00
50          71         7          0          0          7          7              -------------------- 100,00
75          71         7          0          0          7          7              -------------------- 100,00
100         71         7          0          0          7          7              -------------------- 100,00
1           72         0          0          7          7          7               0,00                      
5           72         0          0          7          7          7               0,00                      
10          72         0          0          7          7          7               0,00                      
20          72         0          0          7          7          7               0,00                      
50          72         0          0          7          7          7               0,00                      
75          72         0          0          7          7          7               0,00                      
100         72         0          0          7          7          7               0,00                      
1           73         0          0          7          7          7               0,00                      
5           73         0          0          7          7          7               0,00                      
10          73         0          0          7          7          7               0,00                      
20          73         0          0          7          7          7               0,00                      
50          73         0          0          7          7          7               0,00                      
75          73         0          0          7          7          7               0,00                      
100         73         0          0          7          7          7               0,00                      
1           74         0          0          7          7          7               0,00                      
5           74         0          0          7          7          7               0,00                      
10          74         0          0          7          7          7               0,00                      
20          74         0          0          7          7          7               0,00                      
50          74         0          0          7          7          7               0,00                      
75          74         0          0          7          7          7               0,00                      
100         74         0          0          7          7          7               0,00                      
1           77         0          0          0          0          0              NaN                        
5           77         0          0          0          0          0              NaN                        
10          77         0          0          0          0          0              NaN                        
20          77         0          0          0          0          0              NaN                        
50          77         0          0          0          0          0              NaN                        
75          77         0          0          0          0          0              NaN                        
100         77         0          0          0          0          0              NaN                        
1           78         0          0          0          0          0              NaN                        
5           78         0          0          0          0          0              NaN                        
10          78         0          0          0          0          0              NaN                        
20          78         0          0          0          0          0              NaN                        
50          78         0          0          0          0          0              NaN                        
75          78         0          0          0          0          0              NaN                        
100         78         0          0          0          0          0              NaN                        
1           79         0          0          0          0          0              NaN                        
5           79         0          0          0          0          0              NaN                        
10          79         0          0          0          0          0              NaN                        
20          79         0          0          0          0          0              NaN                        
50          79         0          0          0          0          0              NaN                        
75          79         0          0          0          0          0              NaN                        
100         79         0          0          0          0          0              NaN                        
1           80         0          0          0          0          0              NaN                        
5           80         0          0          0          0          0              NaN                        
10          80         0          0          0          0          0              NaN                        
20          80         0          0          0          0          0              NaN                        
50          80         0          0          0          0          0              NaN                        
75          80         0          0          0          0          0              NaN                        
100         80         0          0          0          0          0              NaN                        
1           81         0          0          0          0          0              NaN                        
5           81         0          0          0          0          0              NaN                        
10          81         0          0          0          0          0              NaN                        
20          81         0          0          0          0          0              NaN                        
50          81         0          0          0          0          0              NaN                        
75          81         0          0          0          0          0              NaN                        
100         81         0          0          0          0          0              NaN                        
1           85         0          0          0          0          0              NaN                        
5           85         0          0          0          0          0              NaN                        
10          85         0          0          0          0          0              NaN                        
20          85         0          0          0          0          0              NaN                        
50          85         0          0          0          0          0              NaN                        
75          85         0          0          0          0          0              NaN                        
100         85         0          0          0          0          0              NaN                        
1           89         8          62         0          700        70             --- 11,43                  
5           89         4          66         0          700        70             -- 5,71                    
10          89         9          61         0          700        70             --- 12,86                  
20          89         9          61         0          700        70             --- 12,86                  
50          89         7          63         0          700        70             -- 10,00                   
75          89         9          61         0          700        70             --- 12,86                  
100         89         8          62         0          700        70             --- 11,43                  
1           91         5          65         0          700        70             -- 7,14                    
5           91         6          64         0          700        70             -- 8,57                    
10          91         6          64         0          700        70             -- 8,57                    
20          91         4          66         0          700        70             -- 5,71                    
50          91         8          62         0          700        70             --- 11,43                  
75          91         4          66         0          700        70             -- 5,71                    
100         91         4          66         0          700        70             -- 5,71                    
1           92         32         38         0          700        70             ---------- 45,71           
5           92         8          62         0          700        70             --- 11,43                  
10          92         8          62         0          700        70             --- 11,43                  
20          92         8          62         0          700        70             --- 11,43                  
50          92         8          62         0          700        70             --- 11,43                  
75          92         8          62         0          700        70             --- 11,43                  
100         92         8          62         0          700        70             --- 11,43                  
1           93         737        33         0          84630      770            -------------------- 95,71 
5           93         511        259        0          83650      770            -------------- 66,36       
10          93         194        576        0          80850      770            ------ 25,19               
20          93         194        576        0          80850      770            ------ 25,19               
50          93         194        576        0          80850      770            ------ 25,19               
75          93         194        576        0          80850      770            ------ 25,19               
100         93         194        576        0          80850      770            ------ 25,19               
1           94         770        0          0          84700      770            -------------------- 100,00
5           94         770        0          0          84700      770            -------------------- 100,00
10          94         770        0          0          84700      770            -------------------- 100,00
20          94         770        0          0          84700      770            -------------------- 100,00
50          94         770        0          0          84700      770            -------------------- 100,00
75          94         770        0          0          84700      770            -------------------- 100,00
100         94         770        0          0          84700      770            -------------------- 100,00
1           96         124        576        0          66850      700            ---- 17,71                 
5           96         124        576        0          66850      700            ---- 17,71                 
10          96         124        576        0          66850      700            ---- 17,71                 
20          96         124        576        0          66850      700            ---- 17,71                 
50          96         124        576        0          66850      700            ---- 17,71                 
75          96         316        384        0          70000      700            ---------- 45,14           
100         96         316        384        0          70000      700            ---------- 45,14           
1           97         124        576        0          66850      700            ---- 17,71                 
5           97         124        576        0          66850      700            ---- 17,71                 
10          97         124        576        0          66850      700            ---- 17,71                 
20          97         124        576        0          66850      700            ---- 17,71                 
50          97         124        576        0          66850      700            ---- 17,71                 
75          97         316        384        0          70000      700            ---------- 45,14           
100         97         316        384        0          70000      700            ---------- 45,14           
1           98         124        576        0          66850      700            ---- 17,71                 
5           98         124        576        0          66850      700            ---- 17,71                 
10          98         124        576        0          66850      700            ---- 17,71                 
20          98         124        576        0          66850      700            ---- 17,71                 
50          98         124        576        0          66850      700            ---- 17,71                 
75          98         316        384        0          70000      700            ---------- 45,14           
100         98         316        384        0          70000      700            ---------- 45,14           
1           99         0          700        0          70000      700             0,00                      
5           99         0          700        0          70000      700             0,00                      
10          99         124        576        0          66850      700            ---- 17,71                 
20          99         124        576        0          66850      700            ---- 17,71                 
50          99         124        576        0          66850      700            ---- 17,71                 
75          99         124        576        0          66850      700            ---- 17,71                 
100         99         124        576        0          66850      700            ---- 17,71                 
1           100        0          700        0          70000      700             0,00                      
5           100        124        576        0          66850      700            ---- 17,71                 
10          100        124        576        0          66850      700            ---- 17,71                 
20          100        124        576        0          66850      700            ---- 17,71                 
50          100        124        576        0          66850      700            ---- 17,71                 
75          100        124        576        0          66850      700            ---- 17,71                 
100         100        124        576        0          66850      700            ---- 17,71                 
1           101        700        0          0          70000      700            -------------------- 100,00
5           101        124        576        0          66850      700            ---- 17,71                 
10          101        124        576        0          66850      700            ---- 17,71                 
20          101        124        576        0          66850      700            ---- 17,71                 
50          101        124        576        0          66850      700            ---- 17,71                 
75          101        124        576        0          66850      700            ---- 17,71                 
100         101        124        576        0          66850      700            ---- 17,71                 
1           102        700        0          0          70000      700            -------------------- 100,00
5           102        700        0          0          70000      700            -------------------- 100,00
10          102        700        0          0          70000      700            -------------------- 100,00
20          102        700        0          0          70000      700            -------------------- 100,00
50          102        700        0          0          70000      700            -------------------- 100,00
75          102        700        0          0          70000      700            -------------------- 100,00
100         102        700        0          0          70000      700            -------------------- 100,00
1           103        700        0          0          70000      700            -------------------- 100,00
5           103        700        0          0          70000      700            -------------------- 100,00
10          103        700        0          0          70000      700            -------------------- 100,00
20          103        700        0          0          70000      700            -------------------- 100,00
50          103        700        0          0          70000      700            -------------------- 100,00
75          103        700        0          0          70000      700            -------------------- 100,00
100         103        700        0          0          70000      700            -------------------- 100,00
1           104        124        576        0          66850      700            ---- 17,71                 
5           104        124        576        0          66850      700            ---- 17,71                 
10          104        124        576        0          66850      700            ---- 17,71                 
20          104        124        576        0          66850      700            ---- 17,71                 
50          104        124        576        0          66850      700            ---- 17,71                 
75          104        124        576        0          66850      700            ---- 17,71                 
100         104        124        576        0          66850      700            ---- 17,71                 
1           105        124        576        0          66850      700            ---- 17,71                 
5           105        124        576        0          66850      700            ---- 17,71                 
10          105        124        576        0          66850      700            ---- 17,71                 
20          105        124        576        0          66850      700            ---- 17,71                 
50          105        124        576        0          66850      700            ---- 17,71                 
75          105        124        576        0          66850      700            ---- 17,71                 
100         105        124        576        0          66850      700            ---- 17,71                 
1           106        124        576        0          66850      700            ---- 17,71                 
5           106        124        576        0          66850      700            ---- 17,71                 
10          106        124        576        0          66850      700            ---- 17,71                 
20          106        124        576        0          66850      700            ---- 17,71                 
50          106        124        576        0          66850      700            ---- 17,71                 
75          106        124        576        0          66850      700            ---- 17,71                 
100         106        124        576        0          66850      700            ---- 17,71                 
1           108        601        99         0          70000      700            ------------------ 85,86   
5           108        551        149        0          70000      700            ---------------- 78,71     
10          108        536        164        0          70000      700            ---------------- 76,57     
20          108        490        210        0          69550      700            -------------- 70,00       
50          108        415        285        0          69100      700            ------------ 59,29         
75          108        416        284        0          69100      700            ------------ 59,43         
100         108        409        291        0          69100      700            ------------ 58,43         
