Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
0          0          1         
0          1          5         
0          2          1         
0          3          1         
0          4          44        
0          5          45        
0          6          0         
0          7          1         
0          8          1         
0          9          1         
0          10         46        
0          11         1         
0          12         4         
0          13         1         
0          14         1         
0          15         44        
0          16         1         
0          17         1         
0          18         1         
0          19         1         
0          20         1         
0          21         44        
0          22         0         
0          23         39        
0          24         1         
0          TotalExcRef 286       
1          0          1         
1          1          5         
1          2          1         
1          3          1         
1          4          44        
1          5          45        
1          6          0         
1          7          1         
1          8          1         
1          9          1         
1          10         46        
1          11         1         
1          12         4         
1          13         1         
1          14         1         
1          15         44        
1          16         1         
1          17         1         
1          18         1         
1          19         1         
1          20         1         
1          21         44        
1          22         0         
1          23         39        
1          24         1         
1          TotalExcRef 286       
2          0          1         
2          1          5         
2          2          1         
2          3          1         
2          4          44        
2          5          45        
2          6          0         
2          7          1         
2          8          1         
2          9          1         
2          10         46        
2          11         1         
2          12         4         
2          13         1         
2          14         1         
2          15         44        
2          16         1         
2          17         1         
2          18         1         
2          19         1         
2          20         1         
2          21         44        
2          22         0         
2          23         39        
2          24         1         
2          TotalExcRef 286       
4          0          1         
4          1          4         
4          2          1         
4          3          1         
4          4          24        
4          5          23        
4          6          0         
4          7          1         
4          8          1         
4          9          1         
4          10         25        
4          11         1         
4          12         4         
4          13         1         
4          14         1         
4          15         22        
4          16         1         
4          17         1         
4          18         1         
4          19         1         
4          20         1         
4          21         24        
4          22         0         
4          23         23        
4          24         1         
4          TotalExcRef 164       
5          0          1         
5          1          4         
5          2          1         
5          3          1         
5          4          24        
5          5          23        
5          6          0         
5          7          1         
5          8          1         
5          9          1         
5          10         25        
5          11         1         
5          12         4         
5          13         1         
5          14         1         
5          15         22        
5          16         1         
5          17         1         
5          18         1         
5          19         1         
5          20         1         
5          21         24        
5          22         0         
5          23         23        
5          24         1         
5          TotalExcRef 164       
6          0          1         
6          1          4         
6          2          1         
6          3          1         
6          4          24        
6          5          23        
6          6          0         
6          7          1         
6          8          1         
6          9          1         
6          10         25        
6          11         1         
6          12         4         
6          13         1         
6          14         1         
6          15         22        
6          16         1         
6          17         1         
6          18         1         
6          19         1         
6          20         1         
6          21         24        
6          22         0         
6          23         23        
6          24         1         
6          TotalExcRef 164       
7          0          1         
7          1          4         
7          2          1         
7          3          1         
7          4          24        
7          5          23        
7          6          0         
7          7          1         
7          8          1         
7          9          1         
7          10         25        
7          11         1         
7          12         4         
7          13         1         
7          14         1         
7          15         22        
7          16         1         
7          17         1         
7          18         1         
7          19         1         
7          20         1         
7          21         24        
7          22         0         
7          23         23        
7          24         1         
7          TotalExcRef 164       
8          0          1         
8          1          4         
8          2          1         
8          3          1         
8          4          24        
8          5          23        
8          6          0         
8          7          1         
8          8          1         
8          9          1         
8          10         25        
8          11         1         
8          12         4         
8          13         1         
8          14         1         
8          15         22        
8          16         1         
8          17         1         
8          18         1         
8          19         1         
8          20         1         
8          21         24        
8          22         0         
8          23         23        
8          24         1         
8          TotalExcRef 164       
9          0          1         
9          1          4         
9          2          1         
9          3          1         
9          4          24        
9          5          23        
9          6          0         
9          7          1         
9          8          1         
9          9          1         
9          10         25        
9          11         1         
9          12         4         
9          13         1         
9          14         1         
9          15         22        
9          16         1         
9          17         1         
9          18         1         
9          19         1         
9          20         1         
9          21         24        
9          22         0         
9          23         23        
9          24         1         
9          TotalExcRef 164       
10         0          1         
10         1          4         
10         2          1         
10         3          1         
10         4          24        
10         5          23        
10         6          0         
10         7          1         
10         8          1         
10         9          1         
10         10         25        
10         11         1         
10         12         4         
10         13         1         
10         14         1         
10         15         22        
10         16         1         
10         17         1         
10         18         1         
10         19         1         
10         20         1         
10         21         24        
10         22         0         
10         23         23        
10         24         1         
10         TotalExcRef 164       
11         0          1         
11         1          4         
11         2          1         
11         3          1         
11         4          24        
11         5          23        
11         6          0         
11         7          1         
11         8          1         
11         9          1         
11         10         25        
11         11         1         
11         12         4         
11         13         1         
11         14         1         
11         15         22        
11         16         1         
11         17         1         
11         18         1         
11         19         1         
11         20         1         
11         21         24        
11         22         0         
11         23         23        
11         24         1         
11         TotalExcRef 164       
13         0          0         
13         1          3         
13         2          0         
13         3          0         
13         4          23        
13         5          22        
13         6          0         
13         7          0         
13         8          0         
13         9          0         
13         10         24        
13         11         0         
13         12         3         
13         13         0         
13         14         0         
13         15         21        
13         16         0         
13         17         0         
13         18         0         
13         19         0         
13         20         0         
13         21         23        
13         22         0         
13         23         22        
13         24         0         
13         TotalExcRef 141       
14         0          0         
14         1          3         
14         2          0         
14         3          0         
14         4          23        
14         5          22        
14         6          0         
14         7          0         
14         8          0         
14         9          0         
14         10         24        
14         11         0         
14         12         3         
14         13         0         
14         14         0         
14         15         21        
14         16         0         
14         17         0         
14         18         0         
14         19         0         
14         20         0         
14         21         23        
14         22         0         
14         23         22        
14         24         0         
14         TotalExcRef 141       
19         0          0         
19         1          1         
19         2          0         
19         3          0         
19         4          1         
19         5          1         
19         6          0         
19         7          0         
19         8          0         
19         9          0         
19         10         1         
19         11         0         
19         12         1         
19         13         0         
19         14         0         
19         15         1         
19         16         0         
19         17         0         
19         18         0         
19         19         0         
19         20         0         
19         21         1         
19         22         0         
19         23         1         
19         24         0         
19         TotalExcRef 8         
20         0          0         
20         1          1         
20         2          0         
20         3          0         
20         4          1         
20         5          1         
20         6          0         
20         7          0         
20         8          0         
20         9          0         
20         10         1         
20         11         0         
20         12         1         
20         13         0         
20         14         0         
20         15         1         
20         16         0         
20         17         0         
20         18         0         
20         19         0         
20         20         0         
20         21         1         
20         22         0         
20         23         1         
20         24         0         
20         TotalExcRef 8         
21         0          0         
21         1          1         
21         2          0         
21         3          0         
21         4          1         
21         5          1         
21         6          0         
21         7          0         
21         8          0         
21         9          0         
21         10         1         
21         11         0         
21         12         1         
21         13         0         
21         14         0         
21         15         1         
21         16         0         
21         17         0         
21         18         0         
21         19         0         
21         20         0         
21         21         1         
21         22         0         
21         23         1         
21         24         0         
21         TotalExcRef 8         
22         0          0         
22         1          1         
22         2          0         
22         3          0         
22         4          1         
22         5          1         
22         6          0         
22         7          0         
22         8          0         
22         9          0         
22         10         1         
22         11         0         
22         12         1         
22         13         0         
22         14         0         
22         15         1         
22         16         0         
22         17         0         
22         18         0         
22         19         0         
22         20         0         
22         21         1         
22         22         0         
22         23         1         
22         24         0         
22         TotalExcRef 8         
23         0          0         
23         1          1         
23         2          0         
23         3          0         
23         4          1         
23         5          1         
23         6          0         
23         7          0         
23         8          0         
23         9          0         
23         10         1         
23         11         0         
23         12         1         
23         13         0         
23         14         0         
23         15         1         
23         16         0         
23         17         0         
23         18         0         
23         19         0         
23         20         0         
23         21         1         
23         22         0         
23         23         1         
23         24         0         
23         TotalExcRef 8         
25         0          0         
25         1          1         
25         2          0         
25         3          0         
25         4          1         
25         5          1         
25         6          0         
25         7          0         
25         8          0         
25         9          0         
25         10         1         
25         11         0         
25         12         1         
25         13         0         
25         14         0         
25         15         1         
25         16         0         
25         17         0         
25         18         0         
25         19         0         
25         20         0         
25         21         1         
25         22         0         
25         23         1         
25         24         0         
25         TotalExcRef 8         
26         0          0         
26         1          1         
26         2          0         
26         3          0         
26         4          1         
26         5          1         
26         6          0         
26         7          0         
26         8          0         
26         9          0         
26         10         1         
26         11         0         
26         12         1         
26         13         0         
26         14         0         
26         15         1         
26         16         0         
26         17         0         
26         18         0         
26         19         0         
26         20         0         
26         21         1         
26         22         0         
26         23         1         
26         24         0         
26         TotalExcRef 8         
27         0          0         
27         1          1         
27         2          0         
27         3          0         
27         4          1         
27         5          1         
27         6          0         
27         7          0         
27         8          0         
27         9          0         
27         10         1         
27         11         0         
27         12         1         
27         13         0         
27         14         0         
27         15         1         
27         16         0         
