Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
0          0          1         
0          1          11        
0          2          1         
0          3          1         
0          4          4         
0          5          16        
0          6          1         
0          7          20        
0          8          1         
0          9          0         
0          10         16        
0          11         1         
0          12         32        
0          13         1         
0          14         1         
0          15         22        
0          16         21        
0          17         1         
0          18         1         
0          19         1         
0          20         1         
0          21         41        
0          22         1         
0          23         35        
0          24         18        
0          TotalExcRef 249       
1          0          1         
1          1          11        
1          2          1         
1          3          1         
1          4          4         
1          5          16        
1          6          1         
1          7          20        
1          8          1         
1          9          0         
1          10         16        
1          11         1         
1          12         32        
1          13         1         
1          14         1         
1          15         22        
1          16         21        
1          17         1         
1          18         1         
1          19         1         
1          20         1         
1          21         41        
1          22         1         
1          23         35        
1          24         18        
1          TotalExcRef 249       
2          0          1         
2          1          11        
2          2          1         
2          3          1         
2          4          4         
2          5          16        
2          6          1         
2          7          20        
2          8          1         
2          9          0         
2          10         16        
2          11         1         
2          12         32        
2          13         1         
2          14         1         
2          15         22        
2          16         21        
2          17         1         
2          18         1         
2          19         1         
2          20         1         
2          21         41        
2          22         1         
2          23         35        
2          24         18        
2          TotalExcRef 249       
4          0          1         
4          1          7         
4          2          1         
4          3          1         
4          4          3         
4          5          11        
4          6          1         
4          7          14        
4          8          1         
4          9          0         
4          10         9         
4          11         1         
4          12         17        
4          13         1         
4          14         1         
4          15         13        
4          16         15        
4          17         1         
4          18         1         
4          19         1         
4          20         1         
4          21         24        
4          22         1         
4          23         21        
4          24         12        
4          TotalExcRef 159       
5          0          1         
5          1          7         
5          2          1         
5          3          1         
5          4          3         
5          5          11        
5          6          1         
5          7          14        
5          8          1         
5          9          0         
5          10         9         
5          11         1         
5          12         17        
5          13         1         
5          14         1         
5          15         13        
5          16         15        
5          17         1         
5          18         1         
5          19         1         
5          20         1         
5          21         24        
5          22         1         
5          23         21        
5          24         12        
5          TotalExcRef 159       
6          0          1         
6          1          7         
6          2          1         
6          3          1         
6          4          3         
6          5          11        
6          6          1         
6          7          14        
6          8          1         
6          9          0         
6          10         9         
6          11         1         
6          12         17        
6          13         1         
6          14         1         
6          15         13        
6          16         15        
6          17         1         
6          18         1         
6          19         1         
6          20         1         
6          21         24        
6          22         1         
6          23         21        
6          24         12        
6          TotalExcRef 159       
7          0          1         
7          1          7         
7          2          1         
7          3          1         
7          4          3         
7          5          11        
7          6          1         
7          7          14        
7          8          1         
7          9          0         
7          10         9         
7          11         1         
7          12         17        
7          13         1         
7          14         1         
7          15         13        
7          16         15        
7          17         1         
7          18         1         
7          19         1         
7          20         1         
7          21         24        
7          22         1         
7          23         21        
7          24         12        
7          TotalExcRef 159       
8          0          1         
8          1          7         
8          2          1         
8          3          1         
8          4          3         
8          5          11        
8          6          1         
8          7          14        
8          8          1         
8          9          0         
8          10         9         
8          11         1         
8          12         17        
8          13         1         
8          14         1         
8          15         13        
8          16         15        
8          17         1         
8          18         1         
8          19         1         
8          20         1         
8          21         24        
8          22         1         
8          23         21        
8          24         12        
8          TotalExcRef 159       
9          0          1         
9          1          7         
9          2          1         
9          3          1         
9          4          3         
9          5          11        
9          6          1         
9          7          14        
9          8          1         
9          9          0         
9          10         9         
9          11         1         
9          12         17        
9          13         1         
9          14         1         
9          15         13        
9          16         15        
9          17         1         
9          18         1         
9          19         1         
9          20         1         
9          21         24        
9          22         1         
9          23         21        
9          24         12        
9          TotalExcRef 159       
10         0          1         
10         1          7         
10         2          1         
10         3          1         
10         4          3         
10         5          11        
10         6          1         
10         7          14        
10         8          1         
10         9          0         
10         10         9         
10         11         1         
10         12         17        
10         13         1         
10         14         1         
10         15         13        
10         16         15        
10         17         1         
10         18         1         
10         19         1         
10         20         1         
10         21         24        
10         22         1         
10         23         21        
10         24         12        
10         TotalExcRef 159       
11         0          1         
11         1          7         
11         2          1         
11         3          1         
11         4          3         
11         5          11        
11         6          1         
11         7          14        
11         8          1         
11         9          0         
11         10         9         
11         11         1         
11         12         17        
11         13         1         
11         14         1         
11         15         13        
11         16         15        
11         17         1         
11         18         1         
11         19         1         
11         20         1         
11         21         24        
11         22         1         
11         23         21        
11         24         12        
11         TotalExcRef 159       
13         0          0         
13         1          6         
13         2          0         
13         3          0         
13         4          2         
13         5          10        
13         6          0         
13         7          13        
13         8          0         
13         9          0         
13         10         8         
13         11         0         
13         12         16        
13         13         0         
13         14         0         
13         15         12        
13         16         14        
13         17         0         
13         18         0         
13         19         0         
13         20         0         
13         21         23        
13         22         0         
13         23         20        
13         24         11        
13         TotalExcRef 135       
14         0          0         
14         1          6         
14         2          0         
14         3          0         
14         4          2         
14         5          10        
14         6          0         
14         7          13        
14         8          0         
14         9          0         
14         10         8         
14         11         0         
14         12         16        
14         13         0         
14         14         0         
14         15         12        
14         16         14        
14         17         0         
14         18         0         
14         19         0         
14         20         0         
14         21         23        
14         22         0         
14         23         20        
14         24         11        
14         TotalExcRef 135       
19         0          0         
19         1          1         
19         2          0         
19         3          0         
19         4          1         
19         5          1         
19         6          0         
19         7          1         
19         8          0         
19         9          0         
19         10         1         
19         11         0         
19         12         1         
19         13         0         
19         14         0         
19         15         1         
19         16         1         
19         17         0         
19         18         0         
19         19         0         
19         20         0         
19         21         1         
19         22         0         
19         23         1         
19         24         1         
19         TotalExcRef 11        
20         0          0         
20         1          1         
20         2          0         
20         3          0         
20         4          1         
20         5          1         
20         6          0         
20         7          1         
20         8          0         
20         9          0         
20         10         1         
20         11         0         
20         12         1         
20         13         0         
20         14         0         
20         15         1         
20         16         1         
20         17         0         
20         18         0         
20         19         0         
20         20         0         
20         21         1         
20         22         0         
20         23         1         
20         24         1         
20         TotalExcRef 11        
21         0          0         
21         1          1         
21         2          0         
21         3          0         
21         4          1         
21         5          1         
21         6          0         
21         7          1         
21         8          0         
21         9          0         
21         10         1         
21         11         0         
21         12         1         
21         13         0         
21         14         0         
21         15         1         
21         16         1         
21         17         0         
21         18         0         
21         19         0         
21         20         0         
21         21         1         
21         22         0         
21         23         1         
21         24         1         
21         TotalExcRef 11        
22         0          0         
22         1          1         
22         2          0         
22         3          0         
22         4          1         
22         5          1         
22         6          0         
22         7          1         
22         8          0         
22         9          0         
22         10         1         
22         11         0         
22         12         1         
22         13         0         
22         14         0         
22         15         1         
22         16         1         
22         17         0         
22         18         0         
22         19         0         
22         20         0         
22         21         1         
22         22         0         
22         23         1         
22         24         1         
22         TotalExcRef 11        
23         0          0         
23         1          1         
23         2          0         
23         3          0         
23         4          1         
23         5          1         
23         6          0         
23         7          1         
23         8          0         
