Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
1          0          56        
1          TotalExcRef 56        
3          0          7         
3          TotalExcRef 7         
4          0          7         
4          TotalExcRef 7         
5          0          2         
5          TotalExcRef 2         
6          0          2         
6          TotalExcRef 2         
7          0          97        
7          TotalExcRef 97        
8          0          97        
8          TotalExcRef 97        
9          0          97        
9          TotalExcRef 97        
10         0          805       
10         TotalExcRef 805       
11         0          805       
11         TotalExcRef 805       
13         0          708       
13         TotalExcRef 708       
14         0          708       
14         TotalExcRef 708       
15         0          708       
15         TotalExcRef 708       
16         0          708       
16         TotalExcRef 708       
17         0          708       
17         TotalExcRef 708       
18         0          708       
18         TotalExcRef 708       
19         0          708       
19         TotalExcRef 708       
21         0          498       
21         TotalExcRef 498       
22         0          498       
22         TotalExcRef 498       
23         0          498       
23         TotalExcRef 498       
24         0          97        
24         TotalExcRef 97        
25         0          1         
25         TotalExcRef 1         
26         0          1         
26         TotalExcRef 1         
27         0          1         
27         TotalExcRef 1         
29         0          1         
29         TotalExcRef 1         
30         0          1         
30         TotalExcRef 1         
31         0          1         
31         TotalExcRef 1         
32         0          1         
32         TotalExcRef 1         
33         0          41        
33         TotalExcRef 41        
34         0          41        
34         TotalExcRef 41        
35         0          0         
35         TotalExcRef 0         
36         0          0         
36         TotalExcRef 0         
37         0          0         
37         TotalExcRef 0         
38         0          0         
38         TotalExcRef 0         
39         0          0         
39         TotalExcRef 0         
41         0          0         
41         TotalExcRef 0         
42         0          0         
42         TotalExcRef 0         
46         0          0         
46         TotalExcRef 0         
47         0          0         
47         TotalExcRef 0         
49         0          0         
49         TotalExcRef 0         
50         0          0         
50         TotalExcRef 0         
51         0          0         
51         TotalExcRef 0         
52         0          2         
52         TotalExcRef 2         
53         0          2         
53         TotalExcRef 2         
58         0          2         
58         TotalExcRef 2         
59         0          2         
59         TotalExcRef 2         
60         0          2         
60         TotalExcRef 2         
61         0          2         
61         TotalExcRef 2         
62         0          2         
62         TotalExcRef 2         
63         0          0         
63         TotalExcRef 0         
65         0          192       
65         TotalExcRef 192       
66         0          192       
66         TotalExcRef 192       
67         0          310       
67         TotalExcRef 310       
68         0          310       
68         TotalExcRef 310       
70         0          252       
70         TotalExcRef 252       
71         0          0         
71         TotalExcRef 0         
