Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
2          0          80        
2          1          109       
2          2          97        
2          3          106       
2          4          96        
2          5          102       
2          6          109       
2          7          133       
2          8          105       
2          9          95        
2          10         103       
2          11         109       
2          12         104       
2          13         97        
2          14         64        
2          15         109       
2          16         119       
2          17         86        
2          18         84        
2          19         113       
2          TotalExcRef 2020      
5          0          29        
5          1          31        
5          2          31        
5          3          28        
5          4          30        
5          5          30        
5          6          30        
5          7          41        
5          8          29        
5          9          25        
5          10         29        
5          11         30        
5          12         31        
5          13         27        
5          14         31        
5          15         26        
5          16         29        
5          17         26        
5          18         25        
5          19         36        
5          TotalExcRef 594       
6          0          80        
6          1          109       
6          2          97        
6          3          106       
6          4          96        
6          5          102       
6          6          109       
6          7          133       
6          8          105       
6          9          95        
6          10         103       
6          11         109       
6          12         104       
6          13         97        
6          14         64        
6          15         109       
6          16         119       
6          17         86        
6          18         84        
6          19         113       
6          TotalExcRef 2020      
11         0          20        
11         1          22        
11         2          21        
11         3          20        
11         4          20        
11         5          21        
11         6          21        
11         7          26        
11         8          21        
11         9          20        
11         10         21        
11         11         21        
11         12         21        
11         13         20        
11         14         21        
11         15         20        
11         16         22        
11         17         20        
11         18         20        
11         19         22        
11         TotalExcRef 420       
12         0          80        
12         1          109       
12         2          97        
12         3          106       
12         4          96        
12         5          102       
12         6          109       
12         7          133       
12         8          105       
12         9          95        
12         10         103       
12         11         109       
12         12         104       
12         13         97        
12         14         64        
12         15         109       
12         16         119       
12         17         86        
12         18         84        
12         19         113       
12         TotalExcRef 2020      
13         0          80        
13         1          109       
13         2          97        
13         3          106       
13         4          96        
13         5          102       
13         6          109       
13         7          133       
13         8          105       
13         9          95        
13         10         103       
13         11         109       
13         12         104       
13         13         97        
13         14         64        
13         15         109       
13         16         119       
13         17         86        
13         18         84        
13         19         113       
13         TotalExcRef 2020      
16         0          1         
16         1          1         
16         2          1         
16         3          1         
16         4          1         
16         5          1         
16         6          1         
16         7          1         
16         8          1         
16         9          1         
16         10         1         
16         11         1         
16         12         1         
16         13         1         
16         14         1         
16         15         1         
16         16         1         
16         17         1         
16         18         1         
16         19         1         
16         TotalExcRef 20        
19         0          82        
19         1          86        
19         2          82        
19         3          82        
19         4          82        
19         5          82        
19         6          82        
19         7          88        
19         8          82        
19         9          82        
19         10         82        
19         11         82        
19         12         83        
19         13         82        
19         14         82        
19         15         82        
19         16         85        
19         17         82        
19         18         82        
19         19         86        
19         TotalExcRef 1658      
22         0          9         
22         1          9         
22         2          9         
22         3          9         
22         4          9         
22         5          9         
22         6          9         
22         7          9         
22         8          9         
22         9          9         
22         10         9         
22         11         9         
22         12         9         
22         13         9         
22         14         9         
22         15         9         
22         16         9         
22         17         9         
22         18         9         
22         19         9         
22         TotalExcRef 180       
23         0          1         
23         1          1         
23         2          1         
23         3          1         
23         4          1         
23         5          1         
23         6          1         
23         7          1         
23         8          1         
23         9          1         
23         10         1         
23         11         1         
23         12         1         
23         13         1         
23         14         1         
23         15         1         
23         16         1         
23         17         1         
23         18         1         
23         19         1         
23         TotalExcRef 20        
28         0          81        
28         1          85        
28         2          81        
28         3          81        
28         4          81        
28         5          81        
28         6          81        
28         7          87        
28         8          81        
28         9          81        
28         10         81        
28         11         81        
28         12         82        
28         13         81        
28         14         81        
28         15         81        
28         16         84        
28         17         81        
28         18         81        
28         19         85        
28         TotalExcRef 1638      
33         0          61        
33         1          63        
33         2          61        
33         3          61        
33         4          61        
33         5          61        
33         6          61        
33         7          62        
33         8          61        
33         9          61        
33         10         61        
33         11         61        
33         12         61        
33         13         61        
33         14         61        
33         15         61        
33         16         62        
33         17         61        
33         18         61        
33         19         63        
33         TotalExcRef 1226      
37         0          80        
37         1          111       
37         2          97        
37         3          106       
37         4          96        
37         5          102       
37         6          109       
37         7          138       
37         8          105       
37         9          95        
37         10         103       
37         11         109       
37         12         105       
37         13         97        
37         14         64        
37         15         109       
37         16         121       
37         17         86        
37         18         84        
37         19         115       
37         TotalExcRef 2032      
41         0          80        
41         1          109       
41         2          97        
41         3          106       
41         4          96        
41         5          102       
41         6          109       
41         7          133       
41         8          105       
41         9          95        
41         10         103       
41         11         109       
41         12         104       
41         13         97        
41         14         64        
41         15         109       
41         16         119       
41         17         86        
41         18         84        
41         19         113       
41         TotalExcRef 2020      
48         0          20        
48         1          22        
48         2          20        
48         3          20        
48         4          20        
48         5          20        
48         6          20        
48         7          25        
48         8          20        
48         9          20        
48         10         20        
48         11         20        
48         12         21        
48         13         20        
48         14         20        
48         15         20        
48         16         22        
48         17         20        
48         18         20        
48         19         22        
48         TotalExcRef 412       
53         0          20        
53         1          22        
53         2          20        
53         3          20        
53         4          20        
53         5          20        
53         6          20        
53         7          25        
53         8          20        
53         9          20        
53         10         20        
53         11         20        
53         12         21        
53         13         20        
53         14         20        
53         15         20        
53         16         22        
53         17         20        
53         18         20        
53         19         22        
53         TotalExcRef 412       
54         0          20        
54         1          20        
54         2          20        
54         3          20        
54         4          20        
54         5          20        
54         6          20        
54         7          20        
54         8          20        
54         9          20        
54         10         20        
54         11         20        
54         12         20        
54         13         20        
54         14         20        
54         15         20        
54         16         20        
54         17         20        
54         18         20        
54         19         20        
54         TotalExcRef 400       
58         0          0         
58         1          2         
58         2          0         
58         3          0         
58         4          0         
58         5          0         
58         6          0         
58         7          5         
58         8          0         
58         9          0         
58         10         0         
58         11         0         
58         12         1         
58         13         0         
58         14         0         
58         15         0         
58         16         2         
58         17         0         
58         18         0         
58         19         2         
58         TotalExcRef 12        
62         0          0         
62         1          2         
62         2          0         
62         3          0         
62         4          0         
62         5          0         
62         6          0         
62         7          5         
62         8          0         
62         9          0         
62         10         0         
62         11         0         
62         12         1         
62         13         0         
62         14         0         
62         15         0         
62         16         2         
62         17         0         
62         18         0         
62         19         2         
62         TotalExcRef 12        
83         0          10        
83         1          10        
83         2          10        
83         3          10        
83         4          10        
83         5          10        
83         6          10        
83         7          10        
83         8          10        
83         9          10        
83         10         10        
83         11         10        
83         12         10        
83         13         10        
83         14         10        
83         15         10        
83         16         10        
83         17         10        
83         18         10        
83         19         10        
83         TotalExcRef 200       
87         0          90        
87         1          90        
87         2          90        
87         3          90        
87         4          90        
87         5          90        
87         6          90        
87         7          90        
87         8          90        
87         9          90        
87         10         90        
87         11         90        
87         12         90        
87         13         90        
87         14         90        
87         15         90        
87         16         90        
87         17         90        
87         18         90        
87         19         90        
87         TotalExcRef 1800      
93         0          81        
93         1          81        
93         2          81        
93         3          81        
93         4          81        
93         5          81        
93         6          81        
93         7          81        
93         8          81        
93         9          81        
93         10         81        
93         11         81        
93         12         81        
93         13         81        
93         14         81        
93         15         81        
93         16         81        
93         17         81        
93         18         81        
93         19         81        
93         TotalExcRef 1620      
97         0          61        
97         1          61        
97         2          61        
97         3          61        
97         4          61        
97         5          61        
97         6          61        
97         7          61        
97         8          61        
97         9          61        
97         10         61        
97         11         61        
97         12         61        
97         13         61        
97         14         61        
97         15         61        
97         16         61        
97         17         61        
97         18         61        
97         19         61        
97         TotalExcRef 1220      
102        0          81        
102        1          85        
102        2          81        
102        3          81        
102        4          81        
102        5          81        
102        6          81        
102        7          91        
102        8          81        
102        9          81        
102        10         81        
102        11         81        
102        12         83        
102        13         81        
102        14         81        
102        15         81        
102        16         85        
102        17         81        
102        18         81        
102        19         85        
102        TotalExcRef 1644      
107        0          81        
107        1          85        
107        2          81        
107        3          81        
107        4          81        
107        5          81        
107        6          81        
107        7          91        
107        8          81        
107        9          81        
107        10         81        
107        11         81        
107        12         83        
107        13         81        
107        14         81        
107        15         81        
107        16         85        
107        17         81        
107        18         81        
107        19         85        
107        TotalExcRef 1644      
114        0          81        
114        1          85        
114        2          81        
114        3          81        
114        4          81        
114        5          81        
114        6          81        
114        7          91        
114        8          81        
114        9          81        
114        10         81        
114        11         81        
114        12         83        
114        13         81        
114        14         81        
114        15         81        
114        16         85        
114        17         81        
114        18         81        
114        19         85        
114        TotalExcRef 1644      
Total execution ref: 28908
