Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
0          0          80        
0          1          109       
0          2          97        
0          3          106       
0          4          96        
0          5          102       
0          6          109       
0          7          133       
0          8          105       
0          9          95        
0          10         103       
0          11         109       
0          12         104       
0          13         97        
0          14         64        
0          15         109       
0          16         119       
0          17         86        
0          18         84        
0          19         113       
0          TotalExcRef 2020      
1          0          80        
1          1          109       
1          2          97        
1          3          106       
1          4          96        
1          5          102       
1          6          109       
1          7          133       
1          8          105       
1          9          95        
1          10         103       
1          11         109       
1          12         104       
1          13         97        
1          14         64        
1          15         109       
1          16         119       
1          17         86        
1          18         84        
1          19         113       
1          TotalExcRef 2020      
3          0          29        
3          1          31        
3          2          31        
3          3          28        
3          4          30        
3          5          30        
3          6          30        
3          7          41        
3          8          29        
3          9          25        
3          10         29        
3          11         30        
3          12         31        
3          13         27        
3          14         31        
3          15         26        
3          16         29        
3          17         26        
3          18         25        
3          19         36        
3          TotalExcRef 594       
4          0          29        
4          1          31        
4          2          31        
4          3          28        
4          4          30        
4          5          30        
4          6          30        
4          7          41        
4          8          29        
4          9          25        
4          10         29        
4          11         30        
4          12         31        
4          13         27        
4          14         31        
4          15         26        
4          16         29        
4          17         26        
4          18         25        
4          19         36        
4          TotalExcRef 594       
7          0          20        
7          1          22        
7          2          21        
7          3          20        
7          4          20        
7          5          21        
7          6          21        
7          7          26        
7          8          21        
7          9          20        
7          10         21        
7          11         21        
7          12         21        
7          13         20        
7          14         21        
7          15         20        
7          16         22        
7          17         20        
7          18         20        
7          19         22        
7          TotalExcRef 420       
8          0          20        
8          1          22        
8          2          21        
8          3          20        
8          4          20        
8          5          21        
8          6          21        
8          7          26        
8          8          21        
8          9          20        
8          10         21        
8          11         21        
8          12         21        
8          13         20        
8          14         21        
8          15         20        
8          16         22        
8          17         20        
8          18         20        
8          19         22        
8          TotalExcRef 420       
9          0          20        
9          1          22        
9          2          21        
9          3          20        
9          4          20        
9          5          21        
9          6          21        
9          7          26        
9          8          21        
9          9          20        
9          10         21        
9          11         21        
9          12         21        
9          13         20        
9          14         21        
9          15         20        
9          16         22        
9          17         20        
9          18         20        
9          19         22        
9          TotalExcRef 420       
10         0          20        
10         1          22        
10         2          21        
10         3          20        
10         4          20        
10         5          21        
10         6          21        
10         7          26        
10         8          21        
10         9          20        
10         10         21        
10         11         21        
10         12         21        
10         13         20        
10         14         21        
10         15         20        
10         16         22        
10         17         20        
10         18         20        
10         19         22        
10         TotalExcRef 420       
14         0          1         
14         1          1         
14         2          1         
14         3          1         
14         4          1         
14         5          1         
14         6          1         
14         7          1         
14         8          1         
14         9          1         
14         10         1         
14         11         1         
14         12         1         
14         13         1         
14         14         1         
14         15         1         
14         16         1         
14         17         1         
14         18         1         
14         19         1         
14         TotalExcRef 20        
15         0          1         
15         1          1         
15         2          1         
15         3          1         
15         4          1         
15         5          1         
15         6          1         
15         7          1         
15         8          1         
15         9          1         
15         10         1         
15         11         1         
15         12         1         
15         13         1         
15         14         1         
15         15         1         
15         16         1         
15         17         1         
15         18         1         
15         19         1         
15         TotalExcRef 20        
17         0          82        
17         1          86        
17         2          82        
17         3          82        
17         4          82        
17         5          82        
17         6          82        
17         7          88        
17         8          82        
17         9          82        
17         10         82        
17         11         82        
17         12         83        
17         13         82        
17         14         82        
17         15         82        
17         16         85        
17         17         82        
17         18         82        
17         19         86        
17         TotalExcRef 1658      
18         0          82        
18         1          86        
18         2          82        
18         3          82        
18         4          82        
18         5          82        
18         6          82        
18         7          88        
18         8          82        
18         9          82        
18         10         82        
18         11         82        
18         12         83        
