Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
0          0          0         
0          1          0         
0          2          0         
0          3          0         
0          4          0         
0          5          0         
0          6          0         
0          7          0         
0          8          0         
0          9          0         
0          TotalExcRef 0         
1          0          0         
1          1          0         
1          2          0         
1          3          0         
1          4          0         
1          5          0         
1          6          0         
1          7          0         
1          8          0         
1          9          0         
1          TotalExcRef 0         
2          0          1         
2          1          1         
2          2          1         
2          3          1         
2          4          1         
2          5          1         
2          6          1         
2          7          1         
2          8          1         
2          9          1         
2          TotalExcRef 10        
3          0          1         
3          1          1         
3          2          1         
3          3          1         
3          4          1         
3          5          1         
3          6          1         
3          7          1         
3          8          1         
3          9          1         
3          TotalExcRef 10        
5          0          1         
5          1          1         
5          2          1         
5          3          1         
5          4          1         
5          5          1         
5          6          1         
5          7          1         
5          8          1         
5          9          1         
5          TotalExcRef 10        
6          0          1         
6          1          1         
6          2          1         
6          3          1         
6          4          1         
6          5          1         
6          6          1         
6          7          1         
6          8          1         
6          9          1         
6          TotalExcRef 10        
10         0          378       
10         1          296       
10         2          288       
10         3          280       
10         4          314       
10         5          286       
10         6          290       
10         7          280       
10         8          281       
10         9          390       
10         TotalExcRef 3083      
11         0          11        
11         1          11        
11         2          11        
11         3          11        
11         4          11        
11         5          11        
11         6          11        
11         7          11        
11         8          11        
11         9          11        
11         TotalExcRef 110       
12         0          11        
12         1          11        
12         2          11        
12         3          11        
12         4          11        
12         5          11        
12         6          11        
12         7          11        
12         8          11        
12         9          11        
12         TotalExcRef 110       
14         0          10        
14         1          10        
14         2          10        
14         3          10        
14         4          10        
14         5          10        
14         6          10        
14         7          10        
14         8          10        
14         9          10        
14         TotalExcRef 100       
15         0          10        
15         1          10        
15         2          10        
15         3          10        
15         4          10        
15         5          10        
15         6          10        
15         7          10        
15         8          10        
15         9          10        
15         TotalExcRef 100       
16         0          10        
16         1          10        
16         2          10        
16         3          10        
16         4          10        
16         5          10        
16         6          10        
16         7          10        
16         8          10        
16         9          10        
16         TotalExcRef 100       
17         0          10        
17         1          10        
17         2          10        
17         3          10        
17         4          10        
17         5          10        
17         6          10        
17         7          10        
17         8          10        
17         9          10        
17         TotalExcRef 100       
18         0          10        
18         1          10        
18         2          10        
18         3          10        
18         4          10        
18         5          10        
18         6          10        
18         7          10        
18         8          10        
18         9          10        
18         TotalExcRef 100       
19         0          1         
19         1          1         
19         2          1         
19         3          1         
19         4          1         
19         5          1         
19         6          1         
19         7          1         
19         8          1         
19         9          1         
19         TotalExcRef 10        
20         0          11        
20         1          11        
20         2          11        
20         3          11        
20         4          11        
20         5          11        
20         6          11        
20         7          11        
20         8          11        
20         9          11        
20         TotalExcRef 110       
21         0          11        
21         1          11        
21         2          11        
21         3          11        
21         4          11        
21         5          11        
21         6          11        
21         7          11        
21         8          11        
21         9          11        
21         TotalExcRef 110       
23         0          10        
23         1          10        
23         2          10        
23         3          10        
23         4          10        
23         5          10        
23         6          10        
23         7          10        
23         8          10        
23         9          10        
23         TotalExcRef 100       
24         0          10        
24         1          10        
24         2          10        
24         3          10        
24         4          10        
24         5          10        
24         6          10        
24         7          10        
24         8          10        
24         9          10        
24         TotalExcRef 100       
25         0          10        
25         1          10        
25         2          10        
25         3          10        
25         4          10        
25         5          10        
25         6          10        
25         7          10        
25         8          10        
25         9          10        
25         TotalExcRef 100       
26         0          10        
26         1          10        
26         2          10        
26         3          10        
26         4          10        
26         5          10        
26         6          10        
26         7          10        
26         8          10        
26         9          10        
26         TotalExcRef 100       
28         0          0         
28         1          0         
28         2          0         
28         3          0         
28         4          0         
28         5          0         
28         6          0         
28         7          0         
28         8          0         
28         9          0         
28         TotalExcRef 0         
30         0          1         
30         1          1         
30         2          1         
30         3          1         
30         4          1         
30         5          1         
30         6          1         
30         7          1         
30         8          1         
30         9          1         
30         TotalExcRef 10        
31         0          1         
31         1          1         
31         2          1         
31         3          1         
31         4          1         
31         5          1         
31         6          1         
31         7          1         
31         8          1         
31         9          1         
31         TotalExcRef 10        
32         0          1         
32         1          1         
32         2          1         
32         3          1         
32         4          1         
32         5          1         
32         6          1         
32         7          1         
32         8          1         
32         9          1         
32         TotalExcRef 10        
33         0          1         
33         1          1         
33         2          1         
33         3          1         
33         4          1         
33         5          1         
33         6          1         
33         7          1         
33         8          1         
33         9          1         
33         TotalExcRef 10        
34         0          1         
34         1          1         
34         2          1         
34         3          1         
34         4          1         
34         5          1         
34         6          1         
34         7          1         
34         8          1         
34         9          1         
34         TotalExcRef 10        
35         0          11        
35         1          11        
35         2          11        
35         3          11        
35         4          11        
35         5          11        
35         6          11        
35         7          11        
35         8          11        
35         9          11        
35         TotalExcRef 110       
36         0          11        
36         1          11        
36         2          11        
36         3          11        
36         4          11        
36         5          11        
36         6          11        
36         7          11        
36         8          11        
36         9          11        
36         TotalExcRef 110       
38         0          10        
38         1          10        
38         2          10        
38         3          10        
38         4          10        
38         5          10        
38         6          10        
38         7          10        
38         8          10        
38         9          10        
38         TotalExcRef 100       
39         0          10        
39         1          10        
39         2          10        
39         3          10        
39         4          10        
39         5          10        
39         6          10        
39         7          10        
39         8          10        
39         9          10        
39         TotalExcRef 100       
40         0          1010      
40         1          1010      
40         2          1010      
40         3          1010      
40         4          1010      
40         5          1010      
40         6          1010      
40         7          1010      
40         8          1010      
40         9          1010      
40         TotalExcRef 10100     
41         0          1010      
41         1          1010      
41         2          1010      
41         3          1010      
41         4          1010      
41         5          1010      
41         6          1010      
41         7          1010      
41         8          1010      
41         9          1010      
41         TotalExcRef 10100     
43         0          1000      
43         1          1000      
43         2          1000      
43         3          1000      
43         4          1000      
43         5          1000      
43         6          1000      
43         7          1000      
43         8          1000      
43         9          1000      
43         TotalExcRef 10000     
44         0          1000      
44         1          1000      
44         2          1000      
44         3          1000      
44         4          1000      
44         5          1000      
44         6          1000      
44         7          1000      
44         8          1000      
44         9          1000      
44         TotalExcRef 10000     
45         0          1000      
45         1          1000      
45         2          1000      
45         3          1000      
45         4          1000      
45         5          1000      
45         6          1000      
45         7          1000      
45         8          1000      
45         9          1000      
45         TotalExcRef 10000     
46         0          1000      
46         1          1000      
46         2          1000      
46         3          1000      
46         4          1000      
46         5          1000      
46         6          1000      
46         7          1000      
46         8          1000      
46         9          1000      
46         TotalExcRef 10000     
47         0          10        
47         1          10        
47         2          10        
47         3          10        
47         4          10        
47         5          10        
47         6          10        
47         7          10        
47         8          10        
47         9          10        
47         TotalExcRef 100       
48         0          10        
48         1          10        
48         2          10        
48         3          10        
48         4          10        
48         5          10        
48         6          10        
48         7          10        
48         8          10        
48         9          10        
48         TotalExcRef 100       
49         0          1010      
49         1          1010      
49         2          1010      
49         3          1010      
49         4          1010      
49         5          1010      
49         6          1010      
49         7          1010      
49         8          1010      
49         9          1010      
49         TotalExcRef 10100     
50         0          1010      
50         1          1010      
50         2          1010      
50         3          1010      
50         4          1010      
50         5          1010      
50         6          1010      
50         7          1010      
50         8          1010      
50         9          1010      
50         TotalExcRef 10100     
52         0          1000      
52         1          1000      
52         2          1000      
52         3          1000      
52         4          1000      
52         5          1000      
52         6          1000      
52         7          1000      
52         8          1000      
52         9          1000      
52         TotalExcRef 10000     
53         0          1000      
53         1          1000      
53         2          1000      
53         3          1000      
53         4          1000      
53         5          1000      
53         6          1000      
53         7          1000      
53         8          1000      
53         9          1000      
53         TotalExcRef 10000     
