contains the data for build a graph for analysis.
Exploration Plus Magnitude
magnitude value : 1 5 10 20 50 75 100 
PM : Numerical Perturbator
100 hex string of 16 byte
Random byte generated with 23 as seed
112 perturbation points
Magnitude   IndexLoc   #Success   #Failure   #Exception #Call      #Perturtions   %Success                   
5           97         300        25300      0          6553600    25600          - 1,17                     
10          97         1600       24000      0          6553600    25600          -- 6,25                    
20          97         1400       24200      0          6553600    25600          -- 5,47                    
50          97         1400       24200      0          6553600    25600          -- 5,47                    
75          97         500        25100      0          6553600    25600          - 1,95                     
100         97         1000       24600      0          6553600    25600          - 3,91                     
1           98         1200       24400      0          6553600    25600          - 4,69                     
5           98         1100       24500      0          6553600    25600          - 4,30                     
10          98         3800       21800      0          6553600    25600          --- 14,84                  
20          98         4000       21600      0          6553600    25600          ---- 15,63                 
50          98         4100       21500      0          6553600    25600          ---- 16,02                 
75          98         800        24800      0          6553600    25600          - 3,13                     
100         98         7600       18000      0          6553600    25600          ------ 29,69               
1           99         600        25000      0          6553600    25600          - 2,34                     
5           99         300        25300      0          6553600    25600          - 1,17                     
10          99         1600       24000      0          6553600    25600          -- 6,25                    
20          99         1400       24200      0          6553600    25600          -- 5,47                    
50          99         1400       24200      0          6553600    25600          -- 5,47                    
75          99         500        25100      0          6553600    25600          - 1,95                     
100         99         1000       24600      0          6553600    25600          - 3,91                     
1           100        500        25000      100        6553600    25600          - 1,95                     
5           100        300        24800      500        6552600    25600          - 1,17                     
10          100        300        24300      1000       6549100    25600          - 1,17                     
20          100        100        23500      2000       6534600    25600          - 0,39                     
50          100        0          20600      5000       6431100    25600           0,00                      
75          100        0          18100      7500       6276100    25600           0,00                      
100         100        0          15600      10000      6058600    25600           0,00                      
1           101        600        25000      0          6553600    25600          - 2,34                     
5           101        300        25300      0          6553600    25600          - 1,17                     
10          101        1600       24000      0          6553600    25600          -- 6,25                    
20          101        1400       24200      0          6553600    25600          -- 5,47                    
50          101        1400       24200      0          6553600    25600          -- 5,47                    
75          101        500        25100      0          6553600    25600          - 1,95                     
100         101        1000       24600      0          6553600    25600          - 3,91                     
1           102        600        25000      0          6553600    25600          - 2,34                     
5           102        300        25300      0          6553600    25600          - 1,17                     
10          102        1600       24000      0          6553600    25600          -- 6,25                    
20          102        1400       24200      0          6553600    25600          -- 5,47                    
50          102        1400       24200      0          6553600    25600          -- 5,47                    
75          102        500        25100      0          6553600    25600          - 1,95                     
100         102        1000       24600      0          6553600    25600          - 3,91                     
1           103        600        25000      0          6553600    25600          - 2,34                     
5           103        300        25300      0          6553600    25600          - 1,17                     
10          103        1600       24000      0          6553600    25600          -- 6,25                    
20          103        1400       24200      0          6553600    25600          -- 5,47                    
50          103        1400       24200      0          6553600    25600          -- 5,47                    
75          103        500        25100      0          6553600    25600          - 1,95                     
100         103        1000       24600      0          6553600    25600          - 3,91                     
1           104        600        25000      0          6553600    25600          - 2,34                     
5           104        300        25300      0          6553600    25600          - 1,17                     
10          104        1600       24000      0          6553600    25600          -- 6,25                    
20          104        1400       24200      0          6553600    25600          -- 5,47                    
50          104        1400       24200      0          6553600    25600          -- 5,47                    
75          104        500        25100      0          6553600    25600          - 1,95                     
100         104        1000       24600      0          6553600    25600          - 3,91                     
1           105        500        11400      13700      4750000    25600          - 1,95                     
5           105        300        11600      13700      4750000    25600          - 1,17                     
10          105        400        11500      13700      4750000    25600          - 1,56                     
20          105        600        11300      13700      4750000    25600          - 2,34                     
50          105        800        11100      13700      4750000    25600          - 3,13                     
75          105        700        11200      13700      4750000    25600          - 2,73                     
100         105        600        11300      13700      4750000    25600          - 2,34                     
1           106        600        24900      100        6552000    25600          - 2,34                     
5           106        300        24900      400        6500800    25600          - 1,17                     
10          106        1600       22700      1300       6365500    25600          -- 6,25                    
20          106        1400       21800      2400       6223400    25600          -- 5,47                    
50          106        1200       19300      5100       5872400    25600          - 4,69                     
75          106        300        17700      7600       5591000    25600          - 1,17                     
100         106        200        14700      10700      5230800    25600          - 0,78                     
1           107        14700      10800      100        6553600    25600          ------------ 57,42         
5           107        14400      10700      500        6552600    25600          ------------ 56,25         
10          107        14300      10300      1000       6549100    25600          ------------ 55,86         
20          107        13200      10400      2000       6534600    25600          ----------- 51,56          
50          107        10900      9700       5000       6431100    25600          --------- 42,58            
75          107        8700       9400       7500       6276100    25600          ------- 33,98              
100         107        7400       8200       10000      6058600    25600          ------ 28,91               
1           108        14800      10800      0          6553600    25600          ------------ 57,81         
5           108        14500      11100      0          6553600    25600          ------------ 56,64         
10          108        15800      9800       0          6553600    25600          ------------- 61,72        
20          108        15600      10000      0          6553600    25600          ------------- 60,94        
50          108        15600      10000      0          6553600    25600          ------------- 60,94        
75          108        14700      10900      0          6553600    25600          ------------ 57,42         
100         108        15000      10600      0          6553600    25600          ------------ 58,59         
1           109        1200       24300      100        6553600    25600          - 4,69                     
5           109        1400       23700      500        6552600    25600          -- 5,47                    
10          109        1500       23100      1000       6549100    25600          -- 5,86                    
20          109        2600       21000      2000       6534600    25600          --- 10,16                  
50          109        3900       16700      5000       6431100    25600          ---- 15,23                 
75          109        4000       14100      7500       6276100    25600          ---- 15,63                 
100         109        5300       10300      10000      6058600    25600          ----- 20,70                
1           110        23600      1900       100        6552000    25600          ------------------- 92,19  
5           110        23300      1900       400        6500800    25600          ------------------- 91,02  
10          110        22400      1900       1300       6365500    25600          ------------------ 87,50   
20          110        21300      1900       2400       6223400    25600          ----------------- 83,20    
50          110        18900      1600       5100       5872400    25600          --------------- 73,83      
75          110        16500      1500       7600       5591000    25600          ------------- 64,45        
100         110        13500      1400       10700      5230800    25600          ----------- 52,73          
1           111        23700      1900       0          6553600    25600          ------------------- 92,58  
5           111        23700      1900       0          6553600    25600          ------------------- 92,58  
10          111        23700      1900       0          6553600    25600          ------------------- 92,58  
20          111        23700      1900       0          6553600    25600          ------------------- 92,58  
50          111        23700      1900       0          6553600    25600          ------------------- 92,58  
75          111        23700      1900       0          6553600    25600          ------------------- 92,58  
100         111        23700      1900       0          6553600    25600          ------------------- 92,58  
1           112        12400      13100      100        6552000    25600          ---------- 48,44           
5           112        11700      13500      400        6500800    25600          ---------- 45,70           
10          112        11200      13100      1300       6365500    25600          --------- 43,75            
20          112        10200      13000      2400       6223400    25600          -------- 39,84             
50          112        7900       12600      5100       5872400    25600          ------- 30,86              
75          112        7000       11000      7600       5591000    25600          ------ 27,34               
100         112        5700       9200       10700      5230800    25600          ----- 22,27                
1           113        14800      10800      0          6553600    25600          ------------ 57,81         
5           113        14500      11100      0          6553600    25600          ------------ 56,64         
10          113        15800      9800       0          6553600    25600          ------------- 61,72        
20          113        15600      10000      0          6553600    25600          ------------- 60,94        
50          113        15600      10000      0          6553600    25600          ------------- 60,94        
75          113        14700      10900      0          6553600    25600          ------------ 57,42         
100         113        15000      10600      0          6553600    25600          ------------ 58,59         
1           114        1000       24600      0          6553600    25600          - 3,91                     
5           114        1100       24500      0          6553600    25600          - 4,30                     
10          114        1900       23700      0          6553600    25600          -- 7,42                    
20          114        1400       24200      0          6553600    25600          -- 5,47                    
50          114        1900       23700      0          6553600    25600          -- 7,42                    
75          114        800        24800      0          6553600    25600          - 3,13                     
100         114        1400       24200      0          6553600    25600          -- 5,47                    
1           115        1000       24600      0          6553600    25600          - 3,91                     
5           115        1100       24500      0          6553600    25600          - 4,30                     
10          115        1900       23700      0          6553600    25600          -- 7,42                    
20          115        1400       24200      0          6553600    25600          -- 5,47                    
50          115        1900       23700      0          6553600    25600          -- 7,42                    
75          115        800        24800      0          6553600    25600          - 3,13                     
100         115        1400       24200      0          6553600    25600          -- 5,47                    
1           116        1000       24600      0          6553600    25600          - 3,91                     
5           116        1100       24500      0          6553600    25600          - 4,30                     
10          116        1900       23700      0          6553600    25600          -- 7,42                    
20          116        1400       24200      0          6553600    25600          -- 5,47                    
50          116        1900       23700      0          6553600    25600          -- 7,42                    
75          116        800        24800      0          6553600    25600          - 3,13                     
100         116        1400       24200      0          6553600    25600          -- 5,47                    
1           117        22500      0          3100       6156800    25600          ------------------ 87,89   
5           117        22500      0          3100       6156800    25600          ------------------ 87,89   
10          117        22500      0          3100       6156800    25600          ------------------ 87,89   
20          117        22500      0          3100       6156800    25600          ------------------ 87,89   
50          117        22500      0          3100       6156800    25600          ------------------ 87,89   
75          117        22500      0          3100       6156800    25600          ------------------ 87,89   
100         117        22500      0          3100       6156800    25600          ------------------ 87,89   
1           118        800        21600      3200       6153600    25600          - 3,13                     
5           118        500        9100       16000      4521600    25600          - 1,95                     
10          118        100        0          25500      3289600    25600          - 0,39                     
20          118        100        0          25500      3289600    25600          - 0,39                     
50          118        100        0          25500      3289600    25600          - 0,39                     
75          118        100        0          25500      3289600    25600          - 0,39                     
100         118        100        0          25500      3289600    25600          - 0,39                     
