contains the data for build a graph for analysis.
Exploration Plus Magnitude
magnitude value : 1 5 10 20 50 75 100 
143 perturbation point
PM : Numerical Perturbator
20 list of 100 number
Random numbers generated with 23 as seed
Magnitude   IndexLoc   #Success   #Failure   #Exception #Call      #Perturtions   %Success                   
100         74         992        0          6928       1767287    7920           --- 12,53                  
1           75         3920       0          4000       2350066    7920           ---------- 49,49           
5           75         0          0          7920       1572120    7920            0,00                      
10          75         0          0          7920       1572120    7920            0,00                      
20          75         0          0          7920       1572120    7920            0,00                      
50          75         0          0          7920       1572120    7920            0,00                      
75          75         0          0          7920       1572120    7920            0,00                      
100         75         0          0          7920       1572120    7920            0,00                      
1           76         7920       0          0          3136320    7920           -------------------- 100,00
5           76         7920       0          0          3136320    7920           -------------------- 100,00
10          76         7920       0          0          3136320    7920           -------------------- 100,00
20          76         7920       0          0          3136320    7920           -------------------- 100,00
50          76         7920       0          0          3136320    7920           -------------------- 100,00
75          76         7920       0          0          3136320    7920           -------------------- 100,00
100         76         7920       0          0          3136320    7920           -------------------- 100,00
1           77         7920       0          0          3136320    7920           -------------------- 100,00
5           77         7920       0          0          3136320    7920           -------------------- 100,00
10          77         7920       0          0          3136320    7920           -------------------- 100,00
20          77         7920       0          0          3136320    7920           -------------------- 100,00
50          77         7920       0          0          3136320    7920           -------------------- 100,00
75          77         7920       0          0          3136320    7920           -------------------- 100,00
100         77         7920       0          0          3136320    7920           -------------------- 100,00
1           78         0          0          20         20         20              0,00                      
5           78         0          0          20         20         20              0,00                      
10          78         0          0          20         20         20              0,00                      
20          78         0          0          20         20         20              0,00                      
50          78         0          0          20         20         20              0,00                      
75          78         0          0          20         20         20              0,00                      
100         78         0          0          20         20         20              0,00                      
1           79         20         0          0          20         20             -------------------- 100,00
5           79         20         0          0          20         20             -------------------- 100,00
10          79         20         0          0          20         20             -------------------- 100,00
20          79         20         0          0          20         20             -------------------- 100,00
50          79         20         0          0          20         20             -------------------- 100,00
75          79         20         0          0          20         20             -------------------- 100,00
100         79         20         0          0          20         20             -------------------- 100,00
1           80         0          0          20         20         20              0,00                      
5           80         0          0          20         20         20              0,00                      
10          80         0          0          20         20         20              0,00                      
20          80         0          0          20         20         20              0,00                      
50          80         0          0          20         20         20              0,00                      
75          80         0          0          20         20         20              0,00                      
100         80         0          0          20         20         20              0,00                      
1           81         20         0          0          20         20             -------------------- 100,00
5           81         20         0          0          20         20             -------------------- 100,00
10          81         20         0          0          20         20             -------------------- 100,00
20          81         20         0          0          20         20             -------------------- 100,00
50          81         20         0          0          20         20             -------------------- 100,00
75          81         20         0          0          20         20             -------------------- 100,00
100         81         20         0          0          20         20             -------------------- 100,00
1           82         20         0          0          20         20             -------------------- 100,00
5           82         20         0          0          20         20             -------------------- 100,00
10          82         20         0          0          20         20             -------------------- 100,00
20          82         20         0          0          20         20             -------------------- 100,00
50          82         20         0          0          20         20             -------------------- 100,00
75          82         20         0          0          20         20             -------------------- 100,00
100         82         20         0          0          20         20             -------------------- 100,00
1           83         20         0          0          20         20             -------------------- 100,00
5           83         20         0          0          20         20             -------------------- 100,00
10          83         20         0          0          20         20             -------------------- 100,00
20          83         20         0          0          20         20             -------------------- 100,00
50          83         20         0          0          20         20             -------------------- 100,00
75          83         20         0          0          20         20             -------------------- 100,00
100         83         20         0          0          20         20             -------------------- 100,00
1           84         20         0          0          20         20             -------------------- 100,00
5           84         20         0          0          20         20             -------------------- 100,00
10          84         20         0          0          20         20             -------------------- 100,00
20          84         20         0          0          20         20             -------------------- 100,00
50          84         20         0          0          20         20             -------------------- 100,00
75          84         20         0          0          20         20             -------------------- 100,00
100         84         20         0          0          20         20             -------------------- 100,00
1           85         20         0          0          20         20             -------------------- 100,00
5           85         20         0          0          20         20             -------------------- 100,00
10          85         20         0          0          20         20             -------------------- 100,00
20          85         20         0          0          20         20             -------------------- 100,00
50          85         20         0          0          20         20             -------------------- 100,00
75          85         20         0          0          20         20             -------------------- 100,00
100         85         20         0          0          20         20             -------------------- 100,00
1           86         20         0          0          20         20             -------------------- 100,00
5           86         20         0          0          20         20             -------------------- 100,00
10          86         20         0          0          20         20             -------------------- 100,00
20          86         20         0          0          20         20             -------------------- 100,00
50          86         20         0          0          20         20             -------------------- 100,00
75          86         20         0          0          20         20             -------------------- 100,00
100         86         20         0          0          20         20             -------------------- 100,00
1           87         20         0          0          20         20             -------------------- 100,00
5           87         20         0          0          20         20             -------------------- 100,00
10          87         20         0          0          20         20             -------------------- 100,00
20          87         20         0          0          20         20             -------------------- 100,00
50          87         20         0          0          20         20             -------------------- 100,00
75          87         20         0          0          20         20             -------------------- 100,00
100         87         20         0          0          20         20             -------------------- 100,00
1           88         20         0          0          20         20             -------------------- 100,00
5           88         20         0          0          20         20             -------------------- 100,00
10          88         20         0          0          20         20             -------------------- 100,00
20          88         20         0          0          20         20             -------------------- 100,00
50          88         20         0          0          20         20             -------------------- 100,00
75          88         20         0          0          20         20             -------------------- 100,00
100         88         20         0          0          20         20             -------------------- 100,00
1           89         0          0          20         20         20              0,00                      
5           89         0          0          20         20         20              0,00                      
10          89         0          0          20         20         20              0,00                      
20          89         0          0          20         20         20              0,00                      
50          89         0          0          20         20         20              0,00                      
75          89         0          0          20         20         20              0,00                      
100         89         0          0          20         20         20              0,00                      
1           90         20         0          0          20         20             -------------------- 100,00
5           90         20         0          0          20         20             -------------------- 100,00
10          90         20         0          0          20         20             -------------------- 100,00
20          90         20         0          0          20         20             -------------------- 100,00
50          90         20         0          0          20         20             -------------------- 100,00
75          90         20         0          0          20         20             -------------------- 100,00
100         90         20         0          0          20         20             -------------------- 100,00
1           91         0          0          20         20         20              0,00                      
5           91         0          0          20         20         20              0,00                      
10          91         0          0          20         20         20              0,00                      
20          91         0          0          20         20         20              0,00                      
50          91         0          0          20         20         20              0,00                      
75          91         0          0          20         20         20              0,00                      
100         91         0          0          20         20         20              0,00                      
1           92         20         0          0          20         20             -------------------- 100,00
5           92         20         0          0          20         20             -------------------- 100,00
10          92         20         0          0          20         20             -------------------- 100,00
20          92         20         0          0          20         20             -------------------- 100,00
50          92         20         0          0          20         20             -------------------- 100,00
75          92         20         0          0          20         20             -------------------- 100,00
100         92         20         0          0          20         20             -------------------- 100,00
1           93         20         0          0          20         20             -------------------- 100,00
5           93         20         0          0          20         20             -------------------- 100,00
10          93         20         0          0          20         20             -------------------- 100,00
20          93         20         0          0          20         20             -------------------- 100,00
50          93         20         0          0          20         20             -------------------- 100,00
75          93         20         0          0          20         20             -------------------- 100,00
100         93         20         0          0          20         20             -------------------- 100,00
1           94         20         0          0          20         20             -------------------- 100,00
5           94         20         0          0          20         20             -------------------- 100,00
10          94         20         0          0          20         20             -------------------- 100,00
20          94         20         0          0          20         20             -------------------- 100,00
50          94         20         0          0          20         20             -------------------- 100,00
75          94         20         0          0          20         20             -------------------- 100,00
100         94         20         0          0          20         20             -------------------- 100,00
1           95         20         0          0          20         20             -------------------- 100,00
5           95         20         0          0          20         20             -------------------- 100,00
10          95         20         0          0          20         20             -------------------- 100,00
20          95         20         0          0          20         20             -------------------- 100,00
50          95         20         0          0          20         20             -------------------- 100,00
75          95         20         0          0          20         20             -------------------- 100,00
100         95         20         0          0          20         20             -------------------- 100,00
1           96         20         0          0          20         20             -------------------- 100,00
5           96         20         0          0          20         20             -------------------- 100,00
10          96         20         0          0          20         20             -------------------- 100,00
20          96         20         0          0          20         20             -------------------- 100,00
50          96         20         0          0          20         20             -------------------- 100,00
75          96         20         0          0          20         20             -------------------- 100,00
100         96         20         0          0          20         20             -------------------- 100,00
1           97         20         0          0          20         20             -------------------- 100,00
5           97         20         0          0          20         20             -------------------- 100,00
10          97         20         0          0          20         20             -------------------- 100,00
20          97         20         0          0          20         20             -------------------- 100,00
50          97         20         0          0          20         20             -------------------- 100,00
75          97         20         0          0          20         20             -------------------- 100,00
100         97         20         0          0          20         20             -------------------- 100,00
1           98         20         0          0          20         20             -------------------- 100,00
5           98         20         0          0          20         20             -------------------- 100,00
10          98         20         0          0          20         20             -------------------- 100,00
20          98         20         0          0          20         20             -------------------- 100,00
50          98         20         0          0          20         20             -------------------- 100,00
75          98         20         0          0          20         20             -------------------- 100,00
100         98         20         0          0          20         20             -------------------- 100,00
1           99         20         0          0          20         20             -------------------- 100,00
5           99         20         0          0          20         20             -------------------- 100,00
10          99         20         0          0          20         20             -------------------- 100,00
20          99         20         0          0          20         20             -------------------- 100,00
50          99         20         0          0          20         20             -------------------- 100,00
75          99         20         0          0          20         20             -------------------- 100,00
100         99         20         0          0          20         20             -------------------- 100,00
1           100        20         0          0          20         20             -------------------- 100,00
5           100        20         0          0          20         20             -------------------- 100,00
10          100        20         0          0          20         20             -------------------- 100,00
20          100        20         0          0          20         20             -------------------- 100,00
50          100        20         0          0          20         20             -------------------- 100,00
75          100        20         0          0          20         20             -------------------- 100,00
100         100        20         0          0          20         20             -------------------- 100,00
1           101        11         0          9          20         20             ------------ 55,00         
5           101        5          0          15         20         20             ----- 25,00                
10          101        3          0          17         20         20             --- 15,00                  
20          101        4          0          16         20         20             ---- 20,00                 
50          101        2          0          18         20         20             -- 10,00                   
75          101        1          0          19         20         20             - 5,00                     
100         101        2          0          18         20         20             -- 10,00                   
1           102        13         0          7          20         20             ------------- 65,00        
5           102        0          0          20         20         20              0,00                      
10          102        0          0          20         20         20              0,00                      
20          102        0          0          20         20         20              0,00                      
50          102        0          0          20         20         20              0,00                      
75          102        0          0          20         20         20              0,00                      
100         102        0          0          20         20         20              0,00                      
1           103        20         0          0          20         20             -------------------- 100,00
5           103        20         0          0          20         20             -------------------- 100,00
10          103        20         0          0          20         20             -------------------- 100,00
20          103        20         0          0          20         20             -------------------- 100,00
50          103        20         0          0          20         20             -------------------- 100,00
75          103        20         0          0          20         20             -------------------- 100,00
100         103        20         0          0          20         20             -------------------- 100,00
1           104        20         0          0          20         20             -------------------- 100,00
5           104        20         0          0          20         20             -------------------- 100,00
10          104        20         0          0          20         20             -------------------- 100,00
20          104        20         0          0          20         20             -------------------- 100,00
50          104        20         0          0          20         20             -------------------- 100,00
75          104        20         0          0          20         20             -------------------- 100,00
100         104        20         0          0          20         20             -------------------- 100,00
1           105        0          20         0          20         20              0,00                      
5           105        0          20         0          20         20              0,00                      
10          105        0          20         0          20         20              0,00                      
20          105        0          20         0          20         20              0,00                      
50          105        0          20         0          20         20              0,00                      
75          105        0          20         0          20         20              0,00                      
100         105        0          20         0          20         20              0,00                      
1           106        0          2000       0          200000     2000            0,00                      
5           106        0          2000       0          200000     2000            0,00                      
10          106        0          2000       0          200000     2000            0,00                      
20          106        0          2000       0          200000     2000            0,00                      
50          106        0          2000       0          200000     2000            0,00                      
75          106        0          2000       0          200000     2000            0,00                      
100         106        0          2000       0          200000     2000            0,00                      
1           107        1999       1          0          200000     2000           -------------------- 99,95 
5           107        1997       3          0          200000     2000           -------------------- 99,85 
10          107        1993       7          0          200000     2000           -------------------- 99,65 
20          107        1990       10         0          200000     2000           -------------------- 99,50 
50          107        1962       38         0          200000     2000           -------------------- 98,10 
75          107        1939       61         0          200000     2000           -------------------- 96,95 
100         107        1917       83         0          200000     2000           -------------------- 95,85 
1           108        0          2000       0          200000     2000            0,00                      
5           108        0          2000       0          200000     2000            0,00                      
10          108        0          2000       0          200000     2000            0,00                      
20          108        0          2000       0          200000     2000            0,00                      
50          108        0          2000       0          200000     2000            0,00                      
75          108        0          2000       0          200000     2000            0,00                      
100         108        0          2000       0          200000     2000            0,00                      
1           109        0          2000       0          200000     2000            0,00                      
5           109        0          2000       0          200000     2000            0,00                      
10          109        0          2000       0          200000     2000            0,00                      
20          109        0          2000       0          200000     2000            0,00                      
50          109        0          2000       0          200000     2000            0,00                      
75          109        0          2000       0          200000     2000            0,00                      
100         109        0          2000       0          200000     2000            0,00                      
1           110        0          2000       0          200000     2000            0,00                      
5           110        0          2000       0          200000     2000            0,00                      
10          110        0          2000       0          200000     2000            0,00                      
20          110        0          2000       0          200000     2000            0,00                      
50          110        258        1742       0          200000     2000           --- 12,90                  
75          110        0          2000       0          200000     2000            0,00                      
100         110        0          2000       0          200000     2000            0,00                      
1           111        0          2000       0          200000     2000            0,00                      
5           111        0          2000       0          200000     2000            0,00                      
10          111        0          2000       0          200000     2000            0,00                      
20          111        0          2000       0          200000     2000            0,00                      
50          111        0          2000       0          200000     2000            0,00                      
75          111        1          1999       0          200000     2000           - 0,05                     
100         111        1          1999       0          200000     2000           - 0,05                     
1           112        2000       0          0          200000     2000           -------------------- 100,00
5           112        2000       0          0          200000     2000           -------------------- 100,00
10          112        2000       0          0          200000     2000           -------------------- 100,00
20          112        2000       0          0          200000     2000           -------------------- 100,00
50          112        2000       0          0          200000     2000           -------------------- 100,00
75          112        2000       0          0          200000     2000           -------------------- 100,00
100         112        2000       0          0          200000     2000           -------------------- 100,00
1           113        2000       0          0          200000     2000           -------------------- 100,00
5           113        2000       0          0          200000     2000           -------------------- 100,00
10          113        2000       0          0          200000     2000           -------------------- 100,00
20          113        2000       0          0          200000     2000           -------------------- 100,00
50          113        2000       0          0          200000     2000           -------------------- 100,00
75          113        2000       0          0          200000     2000           -------------------- 100,00
100         113        2000       0          0          200000     2000           -------------------- 100,00
1           114        0          2000       0          200000     2000            0,00                      
5           114        0          2000       0          200000     2000            0,00                      
10          114        0          2000       0          200000     2000            0,00                      
20          114        0          2000       0          200000     2000            0,00                      
50          114        0          2000       0          200000     2000            0,00                      
75          114        0          2000       0          200000     2000            0,00                      
100         114        0          2000       0          200000     2000            0,00                      
1           115        1524       476        0          200000     2000           ---------------- 76,20     
5           115        0          2000       0          200000     2000            0,00                      
10          115        0          2000       0          200000     2000            0,00                      
20          115        0          2000       0          200000     2000            0,00                      
50          115        628        1372       0          200000     2000           ------- 31,40              
75          115        0          2000       0          200000     2000            0,00                      
100         115        0          2000       0          200000     2000            0,00                      
1           116        0          2000       0          200000     2000            0,00                      
5           116        1          1999       0          200000     2000           - 0,05                     
10          116        0          2000       0          200000     2000            0,00                      
20          116        1          1999       0          200000     2000           - 0,05                     
50          116        1          1999       0          200000     2000           - 0,05                     
75          116        1          1999       0          200000     2000           - 0,05                     
100         116        1          1999       0          200000     2000           - 0,05                     
1           117        2000       0          0          200000     2000           -------------------- 100,00
5           117        2000       0          0          200000     2000           -------------------- 100,00
10          117        2000       0          0          200000     2000           -------------------- 100,00
20          117        2000       0          0          200000     2000           -------------------- 100,00
50          117        2000       0          0          200000     2000           -------------------- 100,00
75          117        2000       0          0          200000     2000           -------------------- 100,00
100         117        2000       0          0          200000     2000           -------------------- 100,00
1           118        2000       0          0          200000     2000           -------------------- 100,00
5           118        2000       0          0          200000     2000           -------------------- 100,00
10          118        2000       0          0          200000     2000           -------------------- 100,00
20          118        2000       0          0          200000     2000           -------------------- 100,00
50          118        2000       0          0          200000     2000           -------------------- 100,00
75          118        2000       0          0          200000     2000           -------------------- 100,00
100         118        2000       0          0          200000     2000           -------------------- 100,00
1           119        0          2000       0          200000     2000            0,00                      
5           119        0          2000       0          200000     2000            0,00                      
10          119        0          2000       0          200000     2000            0,00                      
20          119        0          2000       0          200000     2000            0,00                      
50          119        0          2000       0          200000     2000            0,00                      
75          119        0          2000       0          200000     2000            0,00                      
100         119        0          2000       0          200000     2000            0,00                      
1           120        2000       0          0          200000     2000           -------------------- 100,00
5           120        2000       0          0          200000     2000           -------------------- 100,00
10          120        2000       0          0          200000     2000           -------------------- 100,00
20          120        2000       0          0          200000     2000           -------------------- 100,00
50          120        2000       0          0          200000     2000           -------------------- 100,00
75          120        2000       0          0          200000     2000           -------------------- 100,00
100         120        1999       1          0          200000     2000           -------------------- 99,95 
1           121        1          1999       0          200000     2000           - 0,05                     
5           121        1          1999       0          200000     2000           - 0,05                     
10          121        1          1999       0          200000     2000           - 0,05                     
20          121        0          2000       0          200000     2000            0,00                      
50          121        0          2000       0          200000     2000            0,00                      
75          121        1          1999       0          200000     2000           - 0,05                     
100         121        1          1999       0          200000     2000           - 0,05                     
1           122        0          2000       0          200000     2000            0,00                      
5           122        0          2000       0          200000     2000            0,00                      
10          122        0          2000       0          200000     2000            0,00                      
20          122        0          2000       0          200000     2000            0,00                      
50          122        0          2000       0          200000     2000            0,00                      
75          122        0          2000       0          200000     2000            0,00                      
100         122        0          2000       0          200000     2000            0,00                      
1           123        0          2000       0          200000     2000            0,00                      
5           123        0          2000       0          200000     2000            0,00                      
10          123        0          2000       0          200000     2000            0,00                      
20          123        0          2000       0          200000     2000            0,00                      
50          123        0          2000       0          200000     2000            0,00                      
75          123        0          2000       0          200000     2000            0,00                      
100         123        0          2000       0          200000     2000            0,00                      
1           124        0          0          0          0          0              NaN                        
5           124        0          0          0          0          0              NaN                        
10          124        0          0          0          0          0              NaN                        
20          124        0          0          0          0          0              NaN                        
50          124        0          0          0          0          0              NaN                        
75          124        0          0          0          0          0              NaN                        
100         124        0          0          0          0          0              NaN                        
1           125        0          0          0          0          0              NaN                        
5           125        0          0          0          0          0              NaN                        
10          125        0          0          0          0          0              NaN                        
20          125        0          0          0          0          0              NaN                        
50          125        0          0          0          0          0              NaN                        
75          125        0          0          0          0          0              NaN                        
100         125        0          0          0          0          0              NaN                        
1           126        0          0          0          0          0              NaN                        
5           126        0          0          0          0          0              NaN                        
10          126        0          0          0          0          0              NaN                        
20          126        0          0          0          0          0              NaN                        
50          126        0          0          0          0          0              NaN                        
75          126        0          0          0          0          0              NaN                        
100         126        0          0          0          0          0              NaN                        
1           127        0          0          0          0          0              NaN                        
5           127        0          0          0          0          0              NaN                        
10          127        0          0          0          0          0              NaN                        
20          127        0          0          0          0          0              NaN                        
50          127        0          0          0          0          0              NaN                        
75          127        0          0          0          0          0              NaN                        
100         127        0          0          0          0          0              NaN                        
1           128        0          0          0          0          0              NaN                        
5           128        0          0          0          0          0              NaN                        
10          128        0          0          0          0          0              NaN                        
20          128        0          0          0          0          0              NaN                        
50          128        0          0          0          0          0              NaN                        
75          128        0          0          0          0          0              NaN                        
100         128        0          0          0          0          0              NaN                        
1           130        0          0          0          0          0              NaN                        
5           130        0          0          0          0          0              NaN                        
10          130        0          0          0          0          0              NaN                        
20          130        0          0          0          0          0              NaN                        
50          130        0          0          0          0          0              NaN                        
75          130        0          0          0          0          0              NaN                        
100         130        0          0          0          0          0              NaN                        
1           131        0          0          0          0          0              NaN                        
5           131        0          0          0          0          0              NaN                        
10          131        0          0          0          0          0              NaN                        
20          131        0          0          0          0          0              NaN                        
50          131        0          0          0          0          0              NaN                        
75          131        0          0          0          0          0              NaN                        
100         131        0          0          0          0          0              NaN                        
1           132        0          0          0          0          0              NaN                        
5           132        0          0          0          0          0              NaN                        
10          132        0          0          0          0          0              NaN                        
20          132        0          0          0          0          0              NaN                        
50          132        0          0          0          0          0              NaN                        
75          132        0          0          0          0          0              NaN                        
100         132        0          0          0          0          0              NaN                        
1           133        0          0          0          0          0              NaN                        
5           133        0          0          0          0          0              NaN                        
10          133        0          0          0          0          0              NaN                        
20          133        0          0          0          0          0              NaN                        
50          133        0          0          0          0          0              NaN                        
75          133        0          0          0          0          0              NaN                        
100         133        0          0          0          0          0              NaN                        
1           134        0          0          0          0          0              NaN                        
5           134        0          0          0          0          0              NaN                        
10          134        0          0          0          0          0              NaN                        
20          134        0          0          0          0          0              NaN                        
50          134        0          0          0          0          0              NaN                        
75          134        0          0          0          0          0              NaN                        
100         134        0          0          0          0          0              NaN                        
1           135        0          0          0          0          0              NaN                        
5           135        0          0          0          0          0              NaN                        
10          135        0          0          0          0          0              NaN                        
20          135        0          0          0          0          0              NaN                        
50          135        0          0          0          0          0              NaN                        
75          135        0          0          0          0          0              NaN                        
100         135        0          0          0          0          0              NaN                        
1           136        0          0          0          0          0              NaN                        
5           136        0          0          0          0          0              NaN                        
10          136        0          0          0          0          0              NaN                        
20          136        0          0          0          0          0              NaN                        
50          136        0          0          0          0          0              NaN                        
75          136        0          0          0          0          0              NaN                        
100         136        0          0          0          0          0              NaN                        
1           137        0          0          0          0          0              NaN                        
5           137        0          0          0          0          0              NaN                        
10          137        0          0          0          0          0              NaN                        
20          137        0          0          0          0          0              NaN                        
50          137        0          0          0          0          0              NaN                        
75          137        0          0          0          0          0              NaN                        
100         137        0          0          0          0          0              NaN                        
1           138        0          0          0          0          0              NaN                        
5           138        0          0          0          0          0              NaN                        
10          138        0          0          0          0          0              NaN                        
20          138        0          0          0          0          0              NaN                        
50          138        0          0          0          0          0              NaN                        
75          138        0          0          0          0          0              NaN                        
100         138        0          0          0          0          0              NaN                        
1           139        0          0          0          0          0              NaN                        
5           139        0          0          0          0          0              NaN                        
10          139        0          0          0          0          0              NaN                        
20          139        0          0          0          0          0              NaN                        
50          139        0          0          0          0          0              NaN                        
75          139        0          0          0          0          0              NaN                        
100         139        0          0          0          0          0              NaN                        
1           140        0          0          0          0          0              NaN                        
5           140        0          0          0          0          0              NaN                        
10          140        0          0          0          0          0              NaN                        
20          140        0          0          0          0          0              NaN                        
50          140        0          0          0          0          0              NaN                        
75          140        0          0          0          0          0              NaN                        
100         140        0          0          0          0          0              NaN                        
1           141        0          0          0          0          0              NaN                        
5           141        0          0          0          0          0              NaN                        
10          141        0          0          0          0          0              NaN                        
20          141        0          0          0          0          0              NaN                        
50          141        0          0          0          0          0              NaN                        
75          141        0          0          0          0          0              NaN                        
100         141        0          0          0          0          0              NaN                        
1           142        0          0          0          0          0              NaN                        
5           142        0          0          0          0          0              NaN                        
10          142        0          0          0          0          0              NaN                        
20          142        0          0          0          0          0              NaN                        
50          142        0          0          0          0          0              NaN                        
75          142        0          0          0          0          0              NaN                        
100         142        0          0          0          0          0              NaN                        
1           143        0          0          0          0          0              NaN                        
5           143        0          0          0          0          0              NaN                        
10          143        0          0          0          0          0              NaN                        
20          143        0          0          0          0          0              NaN                        
50          143        0          0          0          0          0              NaN                        
75          143        0          0          0          0          0              NaN                        
100         143        0          0          0          0          0              NaN                        
1           144        0          0          0          0          0              NaN                        
5           144        0          0          0          0          0              NaN                        
10          144        0          0          0          0          0              NaN                        
20          144        0          0          0          0          0              NaN                        
50          144        0          0          0          0          0              NaN                        
75          144        0          0          0          0          0              NaN                        
100         144        0          0          0          0          0              NaN                        
1           145        0          0          0          0          0              NaN                        
5           145        0          0          0          0          0              NaN                        
10          145        0          0          0          0          0              NaN                        
20          145        0          0          0          0          0              NaN                        
50          145        0          0          0          0          0              NaN                        
75          145        0          0          0          0          0              NaN                        
100         145        0          0          0          0          0              NaN                        
1           146        0          0          0          0          0              NaN                        
5           146        0          0          0          0          0              NaN                        
10          146        0          0          0          0          0              NaN                        
20          146        0          0          0          0          0              NaN                        
50          146        0          0          0          0          0              NaN                        
75          146        0          0          0          0          0              NaN                        
100         146        0          0          0          0          0              NaN                        
1           147        0          0          0          0          0              NaN                        
5           147        0          0          0          0          0              NaN                        
10          147        0          0          0          0          0              NaN                        
20          147        0          0          0          0          0              NaN                        
50          147        0          0          0          0          0              NaN                        
75          147        0          0          0          0          0              NaN                        
100         147        0          0          0          0          0              NaN                        
