Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
2          0          4         
2          1          4         
2          2          4         
2          3          4         
2          4          4         
2          5          4         
2          6          4         
2          7          4         
2          8          4         
2          9          4         
2          10         4         
2          11         4         
2          12         4         
2          13         4         
2          14         4         
2          15         4         
2          16         4         
2          17         4         
2          18         4         
2          19         4         
2          TotalExcRef 80        
17         0          1         
17         1          1         
17         2          1         
17         3          1         
17         4          1         
17         5          1         
17         6          1         
17         7          1         
17         8          1         
17         9          1         
17         10         1         
17         11         1         
17         12         1         
17         13         1         
17         14         1         
17         15         1         
17         16         1         
17         17         1         
17         18         1         
17         19         1         
17         TotalExcRef 20        
31         0          2         
31         1          2         
31         2          2         
31         3          2         
31         4          2         
31         5          2         
31         6          2         
31         7          2         
31         8          2         
31         9          2         
31         10         2         
31         11         2         
31         12         2         
31         13         2         
31         14         2         
31         15         2         
31         16         2         
31         17         2         
31         18         2         
31         19         2         
31         TotalExcRef 40        
35         0          1         
35         1          1         
35         2          1         
35         3          1         
35         4          1         
35         5          1         
35         6          1         
35         7          1         
35         8          1         
35         9          1         
35         10         1         
35         11         1         
35         12         1         
35         13         1         
35         14         1         
35         15         1         
35         16         1         
35         17         1         
35         18         1         
35         19         1         
35         TotalExcRef 20        
38         0          1         
38         1          0         
38         2          0         
38         3          1         
38         4          1         
38         5          0         
38         6          0         
38         7          1         
38         8          0         
38         9          0         
38         10         0         
38         11         0         
38         12         0         
38         13         0         
38         14         0         
38         15         0         
38         16         0         
38         17         1         
38         18         1         
38         19         0         
38         TotalExcRef 6         
39         0          1         
39         1          1         
39         2          1         
39         3          1         
39         4          1         
39         5          1         
39         6          1         
39         7          1         
39         8          1         
39         9          1         
39         10         1         
39         11         1         
39         12         1         
39         13         1         
39         14         1         
39         15         1         
39         16         1         
39         17         1         
39         18         1         
39         19         1         
39         TotalExcRef 20        
48         0          0         
48         1          1         
48         2          1         
48         3          0         
48         4          0         
48         5          1         
48         6          1         
48         7          0         
48         8          1         
48         9          1         
48         10         1         
48         11         1         
48         12         1         
48         13         1         
48         14         1         
48         15         1         
48         16         1         
48         17         0         
48         18         0         
48         19         1         
48         TotalExcRef 14        
58         0          1         
58         1          1         
58         2          1         
58         3          1         
58         4          1         
58         5          1         
58         6          1         
58         7          1         
58         8          1         
58         9          1         
58         10         1         
58         11         1         
58         12         1         
58         13         1         
58         14         1         
58         15         1         
58         16         1         
58         17         1         
58         18         1         
58         19         1         
58         TotalExcRef 20        
69         0          2         
69         1          2         
69         2          2         
69         3          2         
69         4          2         
69         5          2         
69         6          2         
69         7          2         
69         8          2         
69         9          2         
69         10         2         
69         11         2         
69         12         2         
69         13         2         
69         14         2         
69         15         2         
69         16         2         
69         17         2         
69         18         2         
69         19         2         
69         TotalExcRef 40        
74         0          2         
74         1          2         
74         2          2         
74         3          2         
74         4          2         
74         5          2         
74         6          2         
74         7          2         
74         8          2         
74         9          2         
74         10         2         
74         11         2         
74         12         2         
74         13         2         
74         14         2         
74         15         2         
74         16         2         
74         17         2         
74         18         2         
74         19         2         
74         TotalExcRef 40        
75         0          0         
75         1          0         
75         2          0         
75         3          0         
75         4          0         
75         5          0         
75         6          0         
75         7          0         
75         8          0         
75         9          0         
75         10         0         
75         11         0         
75         12         0         
75         13         0         
75         14         0         
75         15         0         
75         16         0         
75         17         0         
75         18         0         
75         19         0         
75         TotalExcRef 0         
76         0          0         
76         1          0         
76         2          0         
76         3          0         
76         4          0         
76         5          0         
76         6          0         
76         7          0         
76         8          0         
76         9          0         
76         10         0         
76         11         0         
76         12         0         
76         13         0         
76         14         0         
76         15         0         
76         16         0         
76         17         0         
76         18         0         
76         19         0         
76         TotalExcRef 0         
77         0          2         
77         1          2         
77         2          2         
77         3          2         
77         4          2         
77         5          2         
77         6          2         
77         7          2         
77         8          2         
77         9          2         
77         10         2         
77         11         2         
77         12         2         
77         13         2         
77         14         2         
77         15         2         
77         16         2         
77         17         2         
77         18         2         
77         19         2         
77         TotalExcRef 40        
80         0          2         
80         1          2         
80         2          2         
80         3          2         
80         4          2         
80         5          2         
80         6          2         
80         7          2         
80         8          2         
80         9          2         
80         10         2         
80         11         2         
80         12         2         
80         13         2         
80         14         2         
80         15         2         
80         16         2         
80         17         2         
80         18         2         
80         19         2         
80         TotalExcRef 40        
83         0          2         
83         1          2         
83         2          2         
83         3          2         
83         4          2         
83         5          2         
83         6          2         
83         7          2         
83         8          2         
83         9          2         
83         10         2         
83         11         2         
83         12         2         
83         13         2         
83         14         2         
83         15         2         
83         16         2         
83         17         2         
83         18         2         
83         19         2         
83         TotalExcRef 40        
84         0          2         
84         1          2         
84         2          2         
84         3          2         
84         4          2         
84         5          2         
84         6          2         
84         7          2         
84         8          2         
84         9          2         
84         10         2         
84         11         2         
84         12         2         
84         13         2         
84         14         2         
84         15         2         
84         16         2         
84         17         2         
84         18         2         
84         19         2         
84         TotalExcRef 40        
95         0          2         
95         1          2         
95         2          2         
95         3          2         
95         4          2         
95         5          2         
95         6          2         
95         7          2         
95         8          2         
95         9          2         
95         10         2         
95         11         2         
95         12         2         
95         13         2         
95         14         2         
95         15         2         
95         16         2         
95         17         2         
95         18         2         
95         19         2         
95         TotalExcRef 40        
97         0          2         
97         1          2         
97         2          2         
97         3          2         
97         4          2         
97         5          2         
97         6          2         
97         7          2         
97         8          2         
97         9          2         
97         10         2         
97         11         2         
97         12         2         
97         13         2         
97         14         2         
97         15         2         
97         16         2         
97         17         2         
97         18         2         
97         19         2         
97         TotalExcRef 40        
135        0          2         
135        1          2         
135        2          2         
135        3          2         
135        4          2         
135        5          2         
135        6          2         
135        7          2         
135        8          2         
135        9          2         
135        10         2         
135        11         2         
135        12         2         
135        13         2         
135        14         2         
135        15         2         
135        16         2         
135        17         2         
135        18         2         
135        19         2         
135        TotalExcRef 40        
136        0          2         
136        1          2         
136        2          2         
136        3          2         
136        4          2         
136        5          2         
136        6          2         
136        7          2         
