Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
122        0          4         
122        1          4         
122        2          4         
122        3          4         
122        4          4         
122        5          4         
122        6          4         
122        7          4         
122        8          4         
122        9          4         
122        10         4         
122        11         4         
122        12         4         
122        13         4         
122        14         4         
122        15         4         
122        16         4         
122        17         4         
122        18         4         
122        19         4         
122        TotalExcRef 80        
123        0          4         
123        1          4         
123        2          4         
123        3          4         
123        4          4         
123        5          4         
123        6          4         
123        7          4         
123        8          4         
123        9          4         
123        10         4         
123        11         4         
123        12         4         
123        13         4         
123        14         4         
123        15         4         
123        16         4         
123        17         4         
123        18         4         
123        19         4         
123        TotalExcRef 80        
125        0          2         
125        1          2         
125        2          2         
125        3          2         
125        4          2         
125        5          2         
125        6          2         
125        7          2         
125        8          2         
125        9          2         
125        10         2         
125        11         2         
125        12         2         
125        13         2         
125        14         2         
125        15         2         
125        16         2         
125        17         2         
125        18         2         
125        19         2         
125        TotalExcRef 40        
126        0          2         
126        1          2         
126        2          2         
126        3          2         
126        4          2         
126        5          2         
126        6          2         
126        7          2         
126        8          2         
126        9          2         
126        10         2         
126        11         2         
126        12         2         
126        13         2         
126        14         2         
126        15         2         
126        16         2         
126        17         2         
126        18         2         
126        19         2         
126        TotalExcRef 40        
127        0          2         
127        1          2         
127        2          2         
127        3          2         
127        4          2         
127        5          2         
127        6          2         
127        7          2         
127        8          2         
127        9          2         
127        10         2         
127        11         2         
127        12         2         
127        13         2         
127        14         2         
127        15         2         
127        16         2         
127        17         2         
127        18         2         
127        19         2         
127        TotalExcRef 40        
128        0          2         
128        1          2         
128        2          2         
128        3          2         
128        4          2         
128        5          2         
128        6          2         
128        7          2         
128        8          2         
128        9          2         
128        10         2         
128        11         2         
128        12         2         
128        13         2         
128        14         2         
128        15         2         
128        16         2         
128        17         2         
128        18         2         
128        19         2         
128        TotalExcRef 40        
129        0          2         
129        1          2         
129        2          2         
129        3          2         
129        4          2         
129        5          2         
129        6          2         
129        7          2         
129        8          2         
129        9          2         
129        10         2         
129        11         2         
129        12         2         
129        13         2         
129        14         2         
129        15         2         
129        16         2         
129        17         2         
129        18         2         
129        19         2         
129        TotalExcRef 40        
130        0          2         
130        1          2         
130        2          2         
130        3          2         
130        4          2         
130        5          2         
130        6          2         
130        7          2         
130        8          2         
130        9          2         
130        10         2         
130        11         2         
130        12         2         
130        13         2         
130        14         2         
130        15         2         
130        16         2         
130        17         2         
130        18         2         
130        19         2         
130        TotalExcRef 40        
131        0          2         
131        1          2         
131        2          2         
131        3          2         
131        4          2         
131        5          2         
131        6          2         
131        7          2         
131        8          2         
131        9          2         
131        10         2         
131        11         2         
131        12         2         
131        13         2         
131        14         2         
131        15         2         
131        16         2         
131        17         2         
131        18         2         
131        19         2         
131        TotalExcRef 40        
132        0          2         
132        1          2         
132        2          2         
132        3          2         
132        4          2         
132        5          2         
132        6          2         
132        7          2         
132        8          2         
132        9          2         
132        10         2         
132        11         2         
132        12         2         
132        13         2         
132        14         2         
132        15         2         
132        16         2         
132        17         2         
132        18         2         
132        19         2         
132        TotalExcRef 40        
133        0          2         
133        1          2         
133        2          2         
133        3          2         
133        4          2         
133        5          2         
133        6          2         
133        7          2         
133        8          2         
133        9          2         
133        10         2         
133        11         2         
133        12         2         
133        13         2         
133        14         2         
133        15         2         
133        16         2         
133        17         2         
133        18         2         
133        19         2         
133        TotalExcRef 40        
134        0          2         
134        1          2         
134        2          2         
134        3          2         
134        4          2         
134        5          2         
134        6          2         
134        7          2         
134        8          2         
134        9          2         
134        10         2         
134        11         2         
134        12         2         
134        13         2         
134        14         2         
134        15         2         
134        16         2         
134        17         2         
134        18         2         
134        19         2         
134        TotalExcRef 40        
135        0          2         
135        1          2         
135        2          2         
135        3          2         
135        4          2         
135        5          2         
135        6          2         
135        7          2         
135        8          2         
135        9          2         
135        10         2         
135        11         2         
135        12         2         
135        13         2         
135        14         2         
135        15         2         
135        16         2         
135        17         2         
135        18         2         
135        19         2         
135        TotalExcRef 40        
136        0          2         
136        1          2         
136        2          2         
136        3          2         
136        4          2         
136        5          2         
136        6          2         
136        7          2         
136        8          2         
136        9          2         
136        10         2         
136        11         2         
136        12         2         
136        13         2         
136        14         2         
136        15         2         
136        16         2         
136        17         2         
136        18         2         
136        19         2         
136        TotalExcRef 40        
137        0          1         
137        1          1         
137        2          1         
137        3          1         
137        4          1         
137        5          1         
137        6          1         
137        7          1         
137        8          1         
137        9          1         
137        10         1         
137        11         1         
137        12         1         
137        13         1         
137        14         1         
137        15         1         
137        16         1         
137        17         1         
137        18         1         
137        19         1         
137        TotalExcRef 20        
138        0          1         
138        1          1         
138        2          1         
138        3          1         
138        4          1         
138        5          1         
138        6          1         
138        7          1         
138        8          1         
138        9          1         
138        10         1         
138        11         1         
138        12         1         
138        13         1         
138        14         1         
138        15         1         
138        16         1         
138        17         1         
138        18         1         
138        19         1         
138        TotalExcRef 20        
140        0          1         
140        1          1         
140        2          1         
140        3          1         
140        4          1         
140        5          1         
140        6          1         
140        7          1         
140        8          1         
140        9          1         
140        10         1         
140        11         1         
140        12         1         
140        13         1         
140        14         1         
140        15         1         
140        16         1         
140        17         1         
140        18         1         
140        19         1         
140        TotalExcRef 20        
141        0          1         
141        1          1         
141        2          1         
141        3          1         
141        4          1         
141        5          1         
141        6          1         
141        7          1         
141        8          1         
141        9          1         
141        10         1         
141        11         1         
141        12         1         
141        13         1         
141        14         1         
141        15         1         
141        16         1         
141        17         1         
141        18         1         
141        19         1         
141        TotalExcRef 20        
142        0          1         
142        1          1         
142        2          1         
142        3          1         
142        4          1         
142        5          1         
142        6          1         
142        7          1         
142        8          1         
142        9          1         
142        10         1         
142        11         1         
142        12         1         
142        13         1         
142        14         1         
142        15         1         
142        16         1         
142        17         1         
142        18         1         
142        19         1         
142        TotalExcRef 20        
143        0          1         
143        1          1         
143        2          1         
143        3          1         
143        4          1         
143        5          1         
143        6          1         
143        7          1         
143        8          1         
143        9          1         
143        10         1         
143        11         1         
143        12         1         
143        13         1         
143        14         1         
143        15         1         
143        16         1         
143        17         1         
143        18         1         
143        19         1         
143        TotalExcRef 20        
144        0          1         
144        1          1         
144        2          1         
144        3          1         
144        4          1         
144        5          1         
144        6          1         
144        7          1         
144        8          1         
144        9          1         
144        10         1         
144        11         1         
144        12         1         
144        13         1         
144        14         1         
144        15         1         
144        16         1         
144        17         1         
144        18         1         
144        19         1         
144        TotalExcRef 20        
145        0          0         
145        1          0         
145        2          0         
