Number of Execution of the reference run per location and per task 
With the aggregation by task for each location, and the total of the execution ref
IndexLoc   IndexTask  #ExecRef  
4          0          257       
4          1          257       
4          2          257       
4          3          257       
4          4          257       
4          5          257       
4          6          257       
4          7          257       
4          8          257       
4          9          257       
4          10         257       
4          11         257       
4          12         257       
4          13         257       
4          14         257       
4          15         257       
4          16         257       
4          17         257       
4          18         257       
4          19         257       
4          TotalExcRef 5140      
8          0          99        
8          1          99        
8          2          99        
8          3          99        
8          4          99        
8          5          99        
8          6          99        
8          7          99        
8          8          99        
8          9          99        
8          10         99        
8          11         99        
8          12         99        
8          13         99        
8          14         99        
8          15         99        
8          16         99        
8          17         99        
8          18         99        
8          19         99        
8          TotalExcRef 1980      
12         0          0         
12         1          0         
12         2          0         
12         3          0         
12         4          0         
12         5          0         
12         6          0         
12         7          0         
12         8          0         
12         9          0         
12         10         0         
12         11         0         
12         12         0         
12         13         0         
12         14         0         
12         15         0         
12         16         0         
12         17         0         
12         18         0         
12         19         0         
12         TotalExcRef 0         
19         0          257       
19         1          257       
19         2          257       
19         3          257       
19         4          257       
19         5          257       
19         6          257       
19         7          257       
19         8          257       
19         9          257       
19         10         257       
19         11         257       
19         12         257       
19         13         257       
19         14         257       
19         15         257       
19         16         257       
19         17         257       
19         18         257       
19         19         257       
19         TotalExcRef 5140      
21         0          100       
21         1          100       
21         2          100       
21         3          100       
21         4          100       
21         5          100       
21         6          100       
21         7          100       
21         8          100       
21         9          100       
21         10         100       
21         11         100       
21         12         100       
21         13         100       
21         14         100       
21         15         100       
21         16         100       
21         17         100       
21         18         100       
21         19         100       
21         TotalExcRef 2000      
23         0          1         
23         1          1         
23         2          1         
23         3          1         
23         4          1         
23         5          1         
23         6          1         
23         7          1         
23         8          1         
23         9          1         
23         10         1         
23         11         1         
23         12         1         
23         13         1         
23         14         1         
23         15         1         
23         16         1         
23         17         1         
23         18         1         
23         19         1         
23         TotalExcRef 20        
Total execution ref: 14280
